row_label_raw,row_label_full,col_0,Năm nay,Năm trước(Trình bày lại),numeric__Năm nay,numeric__Năm trước(Trình bày lại)
,,,Triệu VND,Triệu VND,,
"1. Chi nộp thuế và các khoản phí, lệ phí","1. Chi nộp thuế và các khoản phí, lệ phí","1. Chi nộp thuế và các khoản phí, lệ phí",90.097,110.271,90097.0,110271.0
2. Chi phí cho nhân viên:,2. Chi phí cho nhân viên:,2. Chi phí cho nhân viên:,9.722.449,8.777.978,9722449.0,8777978.0
Trong đó: - Chi lượng và phụ cấp,Trong đó: - Chi lượng và phụ cấp,Trong đó: - Chi lượng và phụ cấp,8.378.924,7.518.404,8378924.0,7518404.0
- Các khoản chỉ đóng góp theo lượng,- Các khoản chỉ đóng góp theo lượng,- Các khoản chỉ đóng góp theo lượng,412.107,381.699,412107.0,381699.0
- Chi trợ cấp,- Chi trợ cấp,- Chi trợ cấp,559.867,531.630,559867.0,531630.0
3. Chi về tài sản:,3. Chi về tài sản:,3. Chi về tài sản:,3.027.141,3.016.610,3027141.0,3016610.0
Trong đó: Khấu hao tài sản cố định,Trong đó: Khấu hao tài sản cố định,Trong đó: Khấu hao tài sản cố định,1.023.773,978.589,1023773.0,978589.0
4. Chi cho hoạt động quản lý công vụ:,4. Chi cho hoạt động quản lý công vụ:,4. Chi cho hoạt động quản lý công vụ:,3.556.309,3.244.184,3556309.0,3244184.0
Trong đó: - Công tác phí,Trong đó: - Công tác phí,Trong đó: - Công tác phí,204.314,185.500,204314.0,185500.0
- Chi hoạt động đoàn thể của TCTD,- Chi hoạt động đoàn thể của TCTD,- Chi hoạt động đoàn thể của TCTD,28.875,22.636,28875.0,22636.0
"5. Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","5. Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","5. Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",880.621,789.071,880621.0,789071.0
6. (Hoàn nhập)/Trích lập dự phòng (không bao gồm chi phí dự phòng rủi ro tín dụng nội và ngoại bằng; chi phí dự phòng rủi ro chứng khoán),6. (Hoàn nhập)/Trích lập dự phòng (không bao gồm chi phí dự phòng rủi ro tín dụng nội và ngoại bằng; chi phí dự phòng rủi ro chứng khoán),6. (Hoàn nhập)/Trích lập dự phòng (không bao gồm chi phí dự phòng rủi ro tín dụng nội và ngoại bằng; chi phí dự phòng rủi ro chứng khoán),(19.502),77.970,-19502.0,77970.0
,,,17.257.115,16.016.084,17257115.0,16016084.0
