row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Tổng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Tổng
,,,Trên 3 tháng,Đến 3 tháng,Đến 1 tháng,Từ 1 - 3 tháng,Từ 3 -12 tháng,Từ 1 - 5 năm,Trên 5 năm,Tổng,,,,,,,,
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,,,
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,,,
"Tiền mặt, vàng bạc, đá quý","Tài sản > Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",-,-,14.111.364,5.356,-,-,-,14.116.720,,,14111364.0,5356.0,,,,14116720.0
Tiền gửi tại NHNN,Tài sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,-,-,135.203.791,51.638,-,-,-,135.255.429,,,135203791.0,51638.0,,,,135255429.0
Tiền gửi tại các TCTD khác và cho vay các TCTD khác (*),Tài sản > Tiền gửi tại các TCTD khác và cho vay các TCTD khác (*),Tiền gửi tại các TCTD khác và cho vay các TCTD khác (*),1.026,-,18.239.178,7.013.120,3.309.593,5.822.219,20.051.236,54.436.372,1026.0,,18239178.0,7013120.0,3309593.0,5822219.0,20051236.0,54436372.0
Chứng khoán kinh doanh (*),Tài sản > Chứng khoán kinh doanh (*),Chứng khoán kinh doanh (*),-,-,-,717.861,5.662.518,-,-,6.380.379,,,,717861.0,5662518.0,,,6380379.0
Công cụ tài chính và tài sản tài chính phải sinh khác (*),Tài sản > Công cụ tài chính và tài sản tài chính phải sinh khác (*),Công cụ tài chính và tài sản tài chính phải sinh khác (*),-,-,92.130,-,-,-,-,92.130,,,92130.0,,,,,92130.0
Cho vay khách hàng (*),Tài sản > Cho vay khách hàng (*),Cho vay khách hàng (*),17.850.509,6.082.121,121.406.984,217.176.246,347.253.704,128.112.484,279.115.937,1.116.997.985,17850509.0,6082121.0,121406984.0,217176246.0,347253704.0,128112484.0,279115937.0,1116997985.0
Chứng khoán đầu tư (*),Tài sản > Chứng khoán đầu tư (*),Chứng khoán đầu tư (*),623.000,-,853.137,2.317.549,37.247.081,40.058.345,63.982.408,145.081.520,623000.0,,853137.0,2317549.0,37247081.0,40058345.0,63982408.0,145081520.0
"Góp vốn, đầu tư dài hạn (*)","Tài sản > Góp vốn, đầu tư dài hạn (*)","Góp vốn, đầu tư dài hạn (*)",-,-,-,-,-,-,2.840.455,2.840.455,,,,,,,2840455.0,2840455.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,-,-,-,-,-,12.548,10.592.138,10.604.686,,,,,,12548.0,10592138.0,10604686.0
