row_label_raw,row_label_full,col_0,Số cuối nămTriệu VND,Số đầu nămTriệu VND,numeric__Số cuối nămTriệu VND,numeric__Số đầu nămTriệu VND
Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,121.749.386,111.311.887,121749386.0,111311887.0
Chứng khoán Chính phủ,Chứng khoán Chính phủ,Chứng khoán Chính phủ,89.443.691,90.903.438,89443691.0,90903438.0
Chứng khoán Nợ do các TCTD khác trong nước phát hành,Chứng khoán Nợ do các TCTD khác trong nước phát hành,Chứng khoán Nợ do các TCTD khác trong nước phát hành,23.283.715,8.698.941,23283715.0,8698941.0
Chứng khoán Nợ do các TCKT trong nước phát hành,Chứng khoán Nợ do các TCKT trong nước phát hành,Chứng khoán Nợ do các TCKT trong nước phát hành,9.021.980,11.709.508,9021980.0,11709508.0
Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,69.703,107.308,69703.0,107308.0
Chứng khoán Vốn do các TCTD khác trong nước phát hành,Chứng khoán Vốn do các TCTD khác trong nước phát hành,Chứng khoán Vốn do các TCTD khác trong nước phát hành,24.489,23.064,24489.0,23064.0
Chứng khoán Vốn do các TCKT trong nước phát hành,Chứng khoán Vốn do các TCKT trong nước phát hành,Chứng khoán Vốn do các TCKT trong nước phát hành,34.067,73.064,34067.0,73064.0
Chứng khoán Vốn nước ngoài,Chứng khoán Vốn nước ngoài,Chứng khoán Vốn nước ngoài,11.147,11.180,11147.0,11180.0
Dự phòng rủi ro chứng khoán sẵn sàng để bán,Dự phòng rủi ro chứng khoán sẵn sàng để bán,Dự phòng rủi ro chứng khoán sẵn sàng để bán,(183.552),(183.667),-183552.0,-183667.0
Dự phòng giảm giá,Dự phòng giảm giá,Dự phòng giảm giá,(28.107),(41.909),-28107.0,-41909.0
Dự phòng chung,Dự phòng chung,Dự phòng chung,(155.445),(141.758),-155445.0,-141758.0
,,,121.635.537,111.235.528,121635537.0,111235528.0
