row_label_raw,row_label_full,col_0,Nguyên giá/Giá hợp lý khighì nhận ban đầu,Giá trịkhẩu haolũy kê,Giá trịcòn lại,numeric__Nguyên giá/Giá hợp lý khighì nhận ban đầu,numeric__Giá trịkhẩu haolũy kê,numeric__Giá trịcòn lại
,,,Triệu VND,Triệu VND,Triệu VND,,,
"TSCĐ vô hình, chiểm tỷ trọnglớn trong tổng tài sản","TSCĐ vô hình, chiểm tỷ trọnglớn trong tổng tài sản","TSCĐ vô hình, chiểm tỷ trọnglớn trong tổng tài sản",5.108.970,1.231.196,3.877.774,5108970.0,1231196.0,3877774.0
Nguyên giá của TSCĐ vô hìnhkhẩu hao hết nhưng vẫn cònsử dụng,Nguyên giá của TSCĐ vô hìnhkhẩu hao hết nhưng vẫn cònsử dụng,Nguyên giá của TSCĐ vô hìnhkhẩu hao hết nhưng vẫn cònsử dụng,455.722,455.722,-,455722.0,455722.0,
Giá trị còn lại của TSCĐ vôhình đang thanh lý,Giá trị còn lại của TSCĐ vôhình đang thanh lý,Giá trị còn lại của TSCĐ vôhình đang thanh lý,74,74,-,74.0,74.0,
