row_label_raw,row_label_full,col_0,Dự phòng cụ thể,Dự phòng chung,Tổng cộng,numeric__Dự phòng cụ thể,numeric__Dự phòng chung,numeric__Tổng cộng
,,,Số dư đầu năm,Triệu VND5.076.584,Triệu VND6.273.198,,,
Trích lập dự phòng rủi ro trong năm (Trình bày lại),Trích lập dự phòng rủi ro trong năm (Trình bày lại),Trích lập dự phòng rủi ro trong năm (Trình bày lại),16.668.011,844.203,17.512.214,16668011.0,844203.0,17512214.0
Xử lý rủi ro trong năm,Xử lý rủi ro trong năm,Xử lý rủi ro trong năm,(16.458.744),-,(16.458.744),-16458744.0,,-16458744.0
Tăng/ (giảm) khác trong năm,Tăng/ (giảm) khác trong năm,Tăng/ (giảm) khác trong năm,2.191,(1.134),1.057,2191.0,-1134.0,1057.0
Số dư cuối năm (trình bày lại),Số dư cuối năm (trình bày lại),Số dư cuối năm (trình bày lại),5.288.042,7.116.267,12.404.309,5288042.0,7116267.0,12404309.0
