row_label_raw,row_label_full,STT,CHÌ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm(Trình bày lại),numeric__CHÌ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm(Trình bày lại)
A,A,A,TÀI SẢN,,,,,,,
I.,A > I.,I.,"Tiền mặt, vàng bạc, đá quý",5,14.116.720,10.507.558,,5.0,14116720.0,10507558.0
II.,A > II.,II.,"Tiền gửi tại Ngân hàng Nhà nước (""NHNN"")",6,135.255.429,50.185.159,,6.0,135255429.0,50185159.0
III.,A > III.,III.,Tiền gửi tại và cho vay các TCTD khác,7,54.290.180,104.113.340,,7.0,54290180.0,104113340.0
1.,A > 1.,1.,Tiền gửi tại TCTD khác,,43.718.603,81.792.629,,,43718603.0,81792629.0
2.,A > 2.,2.,Cho vay các TCTD khác,,10.717.769,22.430.353,,,10717769.0,22430353.0
3.,A > 3.,3.,Dự phòng rủi ro tiền gửi tại và cho vay các TCTD khác,8,(146.192),(109.642),,8.0,-146192.0,-109642.0
IV.,A > IV.,IV.,Chứng khoán kinh doanh,9,6.346.190,673.639,,9.0,6346190.0,673639.0
1.,A > 1.,1.,Chứng khoán kinh doanh,,6.380.379,790.210,,,6380379.0,790210.0
2.,A > 2.,2.,Dự phòng rủi ro chứng khoán kinh doanh,,(34.189),(116.571),,,-34189.0,-116571.0
V.,A > V.,V.,Các công cụ tài chính phải sinh và các tài sản tài chính khác,10,92.130,79.755,,10.0,92130.0,79755.0
VI.,A > VI.,VI.,Cho vay khách hàng,,1.102.365.849,976.334.471,,,1102365849.0,976334471.0
1.,A > 1.,1.,Cho vay khách hàng,11,1.116.997.985,988.738.780,,11.0,1116997985.0,988738780.0
2.,A > 2.,2.,Dự phòng rủi ro cho vay khách hàng,12,(14.632.136),(12.404.309),,12.0,-14632136.0,-12404309.0
VII.,A > VII.,VII.,Chứng khoán đầu tư,13,138.284.421,133.188.297,,13.0,138284421.0,133188297.0
1.,A > 1.,1.,Chứng khoán đầu tư sẵn sàng để bán,,121.819.089,111.419.195,,,121819089.0,111419195.0
2.,A > 2.,2.,Chứng khoán đầu tư giữ đến ngày đáo hạn,,23.262.431,29.847.625,,,23262431.0,29847625.0
3.,A > 3.,3.,Dự phòng rủi ro chứng khoán đầu tư,,(6.797.099),(8.078.523),,,-6797099.0,-8078523.0
VIII.,A > VIII.,VIII.,"Góp vốn, đầu tư dài hạn",14,2.737.661,2.612.189,,14.0,2737661.0,2612189.0
1.,A > 1.,1.,Vốn góp liên doanh,14.1,2.020.226,1.938.687,,141.0,2020226.0,1938687.0
2.,A > 2.,2.,Đầu tư vào công ty liên kết,14.2,605.550,584.148,,142.0,605550.0,584148.0
3.,A > 3.,3.,"Góp vốn, đầu tư dài hạn khác",,214.679,213.320,,,214679.0,213320.0
4.,A > 4.,4.,Dự phòng giảm giá đầu tư dài hạn,14.3,(102.794),(123.966),,143.0,-102794.0,-123966.0
IX.,A > IX.,IX.,Tài sản cố định,15,10.604.686,10.728.979,,15.0,10604686.0,10728979.0
1.,A > 1.,1.,Tài sản cố định hữu hình,15.1,6.294.519,6.414.518,,151.0,6294519.0,6414518.0
a.,A > a.,a.,Nguyên giá tài sản cố định,,12.784.828,12.160.408,,,12784828.0,12160408.0
b.,A > b.,b.,Hao mòn tài sản cố định,,(6.490.309),(5.745.890),,,-6490309.0,-5745890.0
2.,A > 2.,2.,Tài sản cố định vô hình,15.2,4.310.167,4.314.461,,152.0,4310167.0,4314461.0
a.,A > a.,a.,Nguyên giá tài sản cố định,,5.866.116,5.671.933,,,5866116.0,5671933.0
b.,A > b.,b.,Hao mòn tài sản cố định,,(1.555.949),(1.357.472),,,-1555949.0,-1357472.0
X.,A > X.,X.,Tài sản Có khác,16,25.864.027,24.442.862,,16.0,25864027.0,24442862.0
1.,A > 1.,1.,Các khoản phải thu,,9.159.704,8.853.740,,,9159704.0,8853740.0
2.,A > 2.,2.,"Các khoản lãi, phí phải thu",,12.846.132,11.673.017,,,12846132.0,11673017.0
3.,A > 3.,3.,Tài sản thuê thu nhập doanh nghiệp hoãn lại,,38.579,34.472,,,38579.0,34472.0
4.,A > 4.,4.,Tài sản Có khác,,4.460.435,4.533.448,,,4460435.0,4533448.0
5.,A > 5.,5.,Dự phòng rủi ro cho các tài sản Có nội bằng khác,,(640.823),(651.815),,,-640823.0,-651815.0
,,,TỔNG TÀI SẢN,,1.489.957.293,1.312.866.249,,,1489957293.0,1312866249.0
