row_label_raw,row_label_full,NÔI DUNG,TRANG,numeric__TRANG
BÁO CÁO CỦA BAN ĐIỀU HÀNH,BÁO CÁO CỦA BAN ĐIỀU HÀNH,BÁO CÁO CỦA BAN ĐIỀU HÀNH,1 - 2,
BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,3 - 4,
BÀNG CÂN ĐỔI KẾ TOÁN HỢP NHẮT,BÀNG CÂN ĐỔI KẾ TOÁN HỢP NHẮT,BÀNG CÂN ĐỔI KẾ TOÁN HỢP NHẮT,5 - 7,
BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẮT,BÀNG CÂN ĐỔI KẾ TOÁN HỢP NHẮT > BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẮT,BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẮT,8,8.0
BÁO CÁO LƯU CHUYÊN TIỂN TỆ HỢP NHẮT,BÁO CÁO LƯU CHUYÊN TIỂN TỆ HỢP NHẮT,BÁO CÁO LƯU CHUYÊN TIỂN TỆ HỢP NHẮT,9 - 10,
THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẮT,THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẮT,THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẮT,11 - 66,
