row_label_raw,row_label_full,"I. Tổng số cán bộ, công nhân viên bình quân trong năm (người)",Năm nay > 25.702,Năm trước(trình bày lại) > 25.237,numeric__Năm nay > 25.702,numeric__Năm trước(trình bày lại) > 25.237
"II. Thu nhập của cán bộ, công nhân viên (triệu đồng)","II. Thu nhập của cán bộ, công nhân viên (triệu đồng)","II. Thu nhập của cán bộ, công nhân viên (triệu đồng)","II. Thu nhập của cán bộ, công nhân viên (triệu đồng)","II. Thu nhập của cán bộ, công nhân viên (triệu đồng)",,
1. Tổng thu nhập,"II. Thu nhập của cán bộ, công nhân viên (triệu đồng) > 1. Tổng thu nhập",1. Tổng thu nhập,8.378.924,7.518.404,8378924.0,7518404.0
2. Thu nhập bình quân tháng (triệu đồng),"II. Thu nhập của cán bộ, công nhân viên (triệu đồng) > 2. Thu nhập bình quân tháng (triệu đồng)",2. Thu nhập bình quân tháng (triệu đồng),"27,17","24,83",27.17,24.83
