row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Giá trị hiện tại,Số cuối năm > Tỷ phần nằm giữ,Số đầu năm > Giá gốc,Số đầu năm > Giá trị hiện tại,Số đầu năm > Tỷ phần nằm giữ,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị hiện tại,numeric__Số cuối năm > Tỷ phần nằm giữ,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Giá trị hiện tại,numeric__Số đầu năm > Tỷ phần nằm giữ
,,,Triệu VND,Triệu VND,%,Triệu VND,Triệu VND,%,,,,,,
Đầu tư vào các tổ chức tín dụng VRB,Đầu tư vào các tổ chức tín dụng VRB,Đầu tư vào các tổ chức tín dụng VRB,1.505.054,1.585.608,"50,00",1.505.054,1.526.811,"50,00",1505054.0,1585608.0,50.0,1505054.0,1526811.0,50.0
Đầu tư vào các tổ chức kinh tế BIDV Tower,Đầu tư vào các tổ chức kinh tế BIDV Tower,Đầu tư vào các tổ chức kinh tế BIDV Tower,115.089,204.067,"55,00",115.089,192.160,"55,00",115089.0,204067.0,55.0,115089.0,192160.0,55.0
BIDV Metlife,BIDV Metlife,BIDV Metlife,400.000,230.551,"34,32",400.000,219.716,"37,55",400000.0,230551.0,34.32,400000.0,219716.0,37.55
,,,2.020.143,2.020.226,,2.020.143,1.938.687,,2020143.0,2020226.0,,2020143.0,1938687.0,
