row_label_raw,row_label_full,Hệ thống cấp nước và xử lý nước thải thuộc Khu công nghiệp Nam Sơn Hạp Lĩnh,Số cuối năm > 166.218.656.815,Đơn vị tính: VND > Số đầu năm > 123.910.333.440,numeric__Số cuối năm > 166.218.656.815,numeric__Đơn vị tính: VND > Số đầu năm > 123.910.333.440
Khu ngoại giao đoàn Hà Nội (i),Khu ngoại giao đoàn Hà Nội (i),Khu ngoại giao đoàn Hà Nội (i),141.766.924.174,1.355.116.818,141766924174.0,1355116818.0
Dự án khác,Dự án khác,Dự án khác,32.729.701.294,35.233.268.938,32729701294.0,35233268938.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,340.715.282.283,160.498.719.196,340715282283.0,160498719196.0
