row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Giá trị (đồng thời là số có khả năng trả nợ) > Số cuối năm,Đơn vị tính: VND > Giá trị (đồng thời là số có khả năng trả nợ) > Số đầu năm,numeric__Đơn vị tính: VND > Giá trị (đồng thời là số có khả năng trả nợ) > Số cuối năm,numeric__Đơn vị tính: VND > Giá trị (đồng thời là số có khả năng trả nợ) > Số đầu năm
Công ty Cổ phần Đầu tư Trường Phát,Công ty Cổ phần Đầu tư Trường Phát,Công ty Cổ phần Đầu tư Trường Phát,32.513.768.542,41.867.895.102,32513768542.0,41867895102.0
Công ty Cổ phần Kinh doanh Bắt động sản HP Land,Công ty Cổ phần Kinh doanh Bắt động sản HP Land,Công ty Cổ phần Kinh doanh Bắt động sản HP Land,13.019.970.115,13.019.970.115,13019970115.0,13019970115.0
Công ty Cổ phần Tập đoàn Đầu tư HTM,Công ty Cổ phần Tập đoàn Đầu tư HTM,Công ty Cổ phần Tập đoàn Đầu tư HTM,10.710.288.826,-,10710288826.0,
Các nhà cung cấp khác,Các nhà cung cấp khác,Các nhà cung cấp khác,40.058.068.745,67.349.994.402,40058068745.0,67349994402.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,96.302.096.228,122.237.859.619,96302096228.0,122237859619.0
