row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,,
"Dịch vụ tư vấn thị trường, xúc tiến đầu tư","Chi phí bán hàng > Dịch vụ tư vấn thị trường, xúc tiến đầu tư","Dịch vụ tư vấn thị trường, xúc tiến đầu tư",9.614.935.660,158.303.908.611,9614935660.0,158303908611.0
Chi phí nhân viên bán hàng,Chi phí bán hàng > Chi phí nhân viên bán hàng,Chi phí nhân viên bán hàng,6.632.894.588,9.813.600.238,6632894588.0,9813600238.0
Khác,Chi phí bán hàng > Khác,Khác,-,2.359.770.222,,2359770222.0
TỔNG CỘNG,Chi phí bán hàng > TỔNG CỘNG,TỔNG CỘNG,16.247.830.248,170.477.279.071,16247830248.0,170477279071.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,,
Chi phí tài trợ,Chi phí quản lý doanh nghiệp > Chi phí tài trợ,Chi phí tài trợ,81.316.800.296,31.361.553.640,81316800296.0,31361553640.0
Chi phí nhân viên quản lý,Chi phí quản lý doanh nghiệp > Chi phí nhân viên quản lý,Chi phí nhân viên quản lý,68.689.885.522,82.740.892.097,68689885522.0,82740892097.0
Chi phí dịch vụ mua ngoài,Chi phí quản lý doanh nghiệp > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,56.573.657.577,48.015.514.706,56573657577.0,48015514706.0
Chi phí khấu hao tài sản cố định,Chi phí quản lý doanh nghiệp > Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,11.996.961.441,11.739.564.371,11996961441.0,11739564371.0
Khác,Chi phí quản lý doanh nghiệp > Khác,Khác,4.352.088.052,18.669.512.517,4352088052.0,18669512517.0
TỔNG CỘNG,Chi phí quản lý doanh nghiệp > TỔNG CỘNG,TỔNG CỘNG,222.929.392.888,192.527.037.331,222929392888.0,192527037331.0
