row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
Công ty Cổ phần Khu,Công ty Cổ phần Khu,Công ty Cổ phần Khu,Trả gốc vay,1.000.000.000.000,73.216.304.162,,1000000000000.0,73216304162.0
Công nghiệp Sài Gòn - Hải Phòng,Công nghiệp Sài Gòn - Hải Phòng,Công nghiệp Sài Gòn - Hải Phòng,Chỉ phí lãi vay phát sinh,110.584.253.028,26.768.619.657,,110584253028.0,26768619657.0
Công nghiệp Sài Gòn - Hải Phòng,Công nghiệp Sài Gòn - Hải Phòng,Công nghiệp Sài Gòn - Hải Phòng,Đi vay,-,2.346.154.812.985,,,2346154812985.0
Công nghiệp Sài Gòn - Hải Phòng,Công nghiệp Sài Gòn - Hải Phòng,Công nghiệp Sài Gòn - Hải Phòng,Góp vốn,-,1.188.000.000.000,,,1188000000000.0
Công nghiệp Sài Gòn - Hải Phòng,Công nghiệp Sài Gòn - Hải Phòng,Công nghiệp Sài Gòn - Hải Phòng,Cổ tức nhận về,-,1.188.000.000.000,,,1188000000000.0
Công nghiệp Sài Gòn - Hải Phòng,Công nghiệp Sài Gòn - Hải Phòng,Công nghiệp Sài Gòn - Hải Phòng,Thu hồi gốc và lãi HTĐT,-,1.234.679.159.617,,,1234679159617.0
Công nghiệp Sài Gòn - Hải Phòng,Công nghiệp Sài Gòn - Hải Phòng,Công nghiệp Sài Gòn - Hải Phòng,Lãi vay phải thu từ hợp đồng hợp tác kinh doanh,-,109.083.543.179,,,109083543179.0
Công nghiệp Sài Gòn - Hải Phòng,Công nghiệp Sài Gòn - Hải Phòng,Công nghiệp Sài Gòn - Hải Phòng,Trả lãi vay,-,37.685.353.445,,,37685353445.0
Công nghiệp Sài Gòn - Hải Phòng,Công nghiệp Sài Gòn - Hải Phòng,Công nghiệp Sài Gòn - Hải Phòng,Lãi cho vay,-,37.197.671.233,,,37197671233.0
Công nghiệp Sài Gòn - Hải Phòng,Công nghiệp Sài Gòn - Hải Phòng,Công nghiệp Sài Gòn - Hải Phòng,Thu hồi gốc cho vay,-,642.000.000.000,,,642000000000.0
Công nghiệp Sài Gòn - Hải Phòng,Công nghiệp Sài Gòn - Hải Phòng,Công nghiệp Sài Gòn - Hải Phòng,Thu lãi cho vay,-,132.166.027.398,,,132166027398.0
Công ty Cổ phần Phát triển Đỏ thị Sài Gòn - Tây Bắc,Công ty Cổ phần Phát triển Đỏ thị Sài Gòn - Tây Bắc,Công ty Cổ phần Phát triển Đỏ thị Sài Gòn - Tây Bắc,Đi vay,89.500.000.000,-,,89500000000.0,
