row_label_raw,row_label_full,col_0,Số đầu năm,Số phải nộp trong năm,Số đã nộp trong năm,Số cuối năm,numeric__Số đầu năm,numeric__Số phải nộp trong năm,numeric__Số đã nộp trong năm,numeric__Số cuối năm
Phải nộp,Phải nộp,Phải nộp,Phải nộp,Phải nộp,Phải nộp,Phải nộp,,,,
Thuế thu nhập doanh nghiệp,Phải nộp > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,185.582.531.117,15.345.804.075,(187.871.643.060),13.056.692.132,185582531117.0,15345804075.0,-187871643060.0,13056692132.0
Thuế thu nhập cá nhân,Phải nộp > Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,5.661.341.482,12.248.497.126,(17.289.013.673),620.824.935,5661341482.0,12248497126.0,-17289013673.0,620824935.0
Thuế khác,Phải nộp > Thuế khác,Thuế khác,337.113.111,39.383.623.043,(39.645.380.098),75.356.056,337113111.0,39383623043.0,-39645380098.0,75356056.0
TỔNG CỘNG,Phải nộp > TỔNG CỘNG,TỔNG CỘNG,191.580.985.710,66.977.924.244,(244.806.036.831),13.752.873.123,191580985710.0,66977924244.0,-244806036831.0,13752873123.0
