row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
100,100,100,A. TÀI SẢN NGĂN HẠN,,11.376.342.676.917,11.079.242.824.113,,,11376342676917.0,11079242824113.0
110,110,110,I. Tiền và các khoản tương đương tiền,4,5.778.789.095.834,14.351.769.354,,4.0,5778789095834.0,14351769354.0
111,111,111,1. Tiền,,109.213.753.369,12.351.769.354,,,109213753369.0,12351769354.0
112,112,112,2. Các khoản tương đương tiền,,5.669.575.342.465,2.000.000.000,,,5669575342465.0,2000000000.0
120,120,120,II. Đầu tư tài chính ngắn hạn,5,1.857.801.615.950,1.859.084.663.420,,5.0,1857801615950.0,1859084663420.0
121,121,121,1. Chứng khoán kinh doanh,5.1,1.862.358.461.369,1.862.358.461.369,,51.0,1862358461369.0,1862358461369.0
122,122,122,2. Dự phòng giảm giá chứng khoán kinh doanh,5.1,(6.756.845.419),(5.473.797.949),,51.0,-6756845419.0,-5473797949.0
123,123,123,3. Đầu tư nằm giữ đến ngày đáo hạn,5.2,2.200.000.000,2.200.000.000,,52.0,2200000000.0,2200000000.0
130,130,130,III. Các khoản phải thu ngắn hạn,,1.815.701.471.856,7.291.082.298.370,,,1815701471856.0,7291082298370.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,6.1,124.249.580.029,27.456.620.604,,61.0,124249580029.0,27456620604.0
132,132,132,2. Trả trước cho người bán ngắn hạn,6.2,1.579.380.857.954,1.411.404.221.183,,62.0,1579380857954.0,1411404221183.0
135,135,135,3. Phải thu về cho vay ngắn hạn,7,800.000.000,98.465.579.452,,7.0,800000000.0,98465579452.0
136,136,136,4. Phải thu ngắn hạn khác,8,118.605.014.523,5.761.089.857.781,,8.0,118605014523.0,5761089857781.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,6.3,(7.333.980.650),(7.333.980.650),,63.0,-7333980650.0,-7333980650.0
140,140,140,IV. Hàng tồn kho,9,1.794.128.201.791,1.768.490.657.912,,9.0,1794128201791.0,1768490657912.0
141,141,141,1. Hàng tồn kho,,1.794.128.201.791,1.768.490.657.912,,,1794128201791.0,1768490657912.0
150,150,150,V. Tài sản ngắn hạn khác,,129.922.291.486,146.233.435.057,,,129922291486.0,146233435057.0
151,151,151,1. Chi phí trả trước ngắn hạn,10,59.255.922.454,59.298.357.856,,10.0,59255922454.0,59298357856.0
152,152,152,2. Thuế GTGT được khấu trừ,,70.664.369.032,86.935.077.201,,,70664369032.0,86935077201.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,,2.000.000,-,,,2000000.0,
