row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Trích trước chi phí xây dựng và chi phí phát triển cơ sở hạ tầng đối với bất động sản đã bàn giao,Ngắn hạn > Trích trước chi phí xây dựng và chi phí phát triển cơ sở hạ tầng đối với bất động sản đã bàn giao,Trích trước chi phí xây dựng và chi phí phát triển cơ sở hạ tầng đối với bất động sản đã bàn giao,578.818.160.069,500.857.163.325,578818160069.0,500857163325.0
Tiền thuê đất trích trước,Ngắn hạn > Tiền thuê đất trích trước,Tiền thuê đất trích trước,48.580.826.099,44.569.565.231,48580826099.0,44569565231.0
Chi phí lãi vay phải trả bên khác,Ngắn hạn > Chi phí lãi vay phải trả bên khác,Chi phí lãi vay phải trả bên khác,43.405.510.077,2.791.595.555,43405510077.0,2791595555.0
Các chi phí phải trả khác,Ngắn hạn > Các chi phí phải trả khác,Các chi phí phải trả khác,3.103.010.001,4.048.841.219,3103010001.0,4048841219.0
Chi phí lãi vay phải trả bên liên quan(Thuyết minh số 30),Ngắn hạn > Chi phí lãi vay phải trả bên liên quan(Thuyết minh số 30),Chi phí lãi vay phải trả bên liên quan(Thuyết minh số 30),15.625.479.452,161.798.281.615,15625479452.0,161798281615.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,689.532.985.698,714.065.446.945,689532985698.0,714065446945.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Chi phí lãi vay phải trả các bên khác,Dài hạn > Chi phí lãi vay phải trả các bên khác,Chi phí lãi vay phải trả các bên khác,-,1.008.668.456.437,,1008668456437.0
Chi phí lãi vay phải trả bên liên quan(Thuyết minh số 30),Dài hạn > Chi phí lãi vay phải trả bên liên quan(Thuyết minh số 30),Chi phí lãi vay phải trả bên liên quan(Thuyết minh số 30),540.540.029.977,158.563.323.800,540540029977.0,158563323800.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,540.540.029.977,1.167.231.780.237,540540029977.0,1167231780237.0
