row_label_raw,row_label_full,Trong vòng một năm,Số cuối nămVND > 1.141.752.639.882,Số đầu nămVND > 1.035.820.858.849,numeric__Số cuối nămVND > 1.141.752.639.882,numeric__Số đầu nămVND > 1.035.820.858.849
Trong nằm thứ hai,Trong nằm thứ hai,Trong nằm thứ hai,511.131.857.735,1.026.235.702.601,511131857735.0,1026235702601.0
Từ nằm thứ ba đến nằm thứ năm,Từ nằm thứ ba đến nằm thứ năm,Từ nằm thứ ba đến nằm thứ năm,117.340.637.506,426.860.960.052,117340637506.0,426860960052.0
Sau nằm năm,Sau nằm năm,Sau nằm năm,-,55.173.067.388,,55173067388.0
,,,1.770.225.135.123,2.544.090.588.890,1770225135123.0,2544090588890.0
Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phãn vay và nợ thuêtài chính ngăn hạn),Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phãn vay và nợ thuêtài chính ngăn hạn),Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phãn vay và nợ thuêtài chính ngăn hạn),1.141.752.639.882,1.035.820.858.849,1141752639882.0,1035820858849.0
Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,628.472.495.241,1.508.269.730.041,628472495241.0,1508269730041.0
