row_label_raw,row_label_full,col_0,Mối quan hệ,31/12/2020,01/01/2020,numeric__Mối quan hệ,numeric__31/12/2020,numeric__01/01/2020
,,,Mối quan hệ,VND,VND,,,
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,20.565.965.270,12.128.358.031,,20565965270.0,12128358031.0
Công ty TNHH Kính nổi Việt Nam (VFG),Công ty TNHH Kính nổi Việt Nam (VFG),Công ty TNHH Kính nổi Việt Nam (VFG),Công ty liên doanh,1.940.563.260,1.201.722.500,,1940563260.0,1201722500.0
Công ty TNHH Kính Nồi Siêu trắng Phú Mỹ,Công ty TNHH Kính Nồi Siêu trắng Phú Mỹ,Công ty TNHH Kính Nồi Siêu trắng Phú Mỹ,Công ty liên doanh,33.300.000,-,,33300000.0,
Công ty SanVig - CTCP,Công ty SanVig - CTCP,Công ty SanVig - CTCP,Công ty liên doanh,6.476.701.000,809.296.476,,6476701000.0,809296476.0
Công ty Cổ phần Viglacera Từ Sơn,Công ty Cổ phần Viglacera Từ Sơn,Công ty Cổ phần Viglacera Từ Sơn,Công ty liên kết,66.492.503,38.266.059,,66492503.0,38266059.0
Công ty Cổ phần Viglacera Hạ Long I,Công ty Cổ phần Viglacera Hạ Long I,Công ty Cổ phần Viglacera Hạ Long I,Công ty liên kết,1.613.021.675,699.165.462,,1613021675.0,699165462.0
Công ty Cổ phần Viglacera Hạ Long II,Công ty Cổ phần Viglacera Hạ Long II,Công ty Cổ phần Viglacera Hạ Long II,Công ty liên kết,3.919.896.800,3.541.415.271,,3919896800.0,3541415271.0
Công ty Cổ phần Viglacera Đông Triều,Công ty Cổ phần Viglacera Đông Triều,Công ty Cổ phần Viglacera Đông Triều,Công ty liên kết,1.900.840.071,1.493.761.666,,1900840071.0,1493761666.0
Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Dương,Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Dương,Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Dương,Công ty liên kết,1.045.739.585,3.747.725.881,,1045739585.0,3747725881.0
Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty liên kết,318.264.100,597.004.716,,318264100.0,597004716.0
Công ty Cổ phần Vinafacade,Công ty Cổ phần Vinafacade,Công ty Cổ phần Vinafacade,Công ty liên kết,3.251.146.276,-,,3251146276.0,
Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,14.657.118.240,4.574.226.680,,14657118240.0,4574226680.0
Công ty Cổ phần Viglacera Hạ Long II,Công ty Cổ phần Viglacera Hạ Long II,Công ty Cổ phần Viglacera Hạ Long II,Công ty liên kết,1.268.865.793,439.977.759,,1268865793.0,439977759.0
Công ty Cổ phần Viglacera Đông Triều,Công ty Cổ phần Viglacera Đông Triều,Công ty Cổ phần Viglacera Đông Triều,Công ty liên kết,10.198.066.563,4.134.248.921,,10198066563.0,4134248921.0
