row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2020 > VND,01/01/2020(Đã điều chỉnh) > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2020 > VND,numeric__01/01/2020(Đã điều chỉnh) > VND
200,200,200,B. TÀI SẢN DÀI HẠN,,14.507.190.721.264,12.222.321.597.287,,,14507190721264.0,12222321597287.0
210,210,210,I. Các khoản phải thu dài hạn,,228.705.228.695,245.391.017.695,,,228705228695.0,245391017695.0
216,216,216,1. Phải thu dài hạn khác,8,228.705.228.695,245.391.017.695,,8.0,228705228695.0,245391017695.0
220,220,220,II . Tài sản cố định,,3.799.021.723.496,3.992.672.765.031,,,3799021723496.0,3992672765031.0
221,221,221,1. Tài sản cố định hữu hình,12,3.431.653.599.860,3.656.233.496.600,,12.0,3431653599860.0,3656233496600.0
222,222,222,- Nguyên giá,,8.710.052.395.847,8.617.029.668.512,,,8710052395847.0,8617029668512.0
223,223,223,- Giá trị hao mòn luỹ kế,,(5.278.398.795.987),(4.960.796.171.912),,,-5278398795987.0,-4960796171912.0
224,224,224,2. Tài sản cố định thuê tài chính,13,195.629.913.536,167.072.121.072,,13.0,195629913536.0,167072121072.0
225,225,225,- Nguyên giá,,263.812.617.171,220.069.056.221,,,263812617171.0,220069056221.0
226,226,226,- Giá trị hao mòn luỹ kế,,(68.182.703.635),(52.996.935.149),,,-68182703635.0,-52996935149.0
227,227,227,3. Tài sản cố định vô hình,14,171.738.210.100,169.367.147.359,,14.0,171738210100.0,169367147359.0
228,228,228,- Nguyên giá,,221.246.731.438,211.818.690.872,,,221246731438.0,211818690872.0
229,229,229,- Giá trị hao mòn luỹ kế,,(49.508.521.338),(42.451.543.513),,,-49508521338.0,-42451543513.0
230,230,230,III. Bất động sản đầu tư,15,5.479.474.945.974,4.800.454.918.921,,15.0,5479474945974.0,4800454918921.0
231,231,231,- Nguyên giá,,6.330.952.076.884,5.515.118.378.965,,,6330952076884.0,5515118378965.0
232,232,232,- Giá trị hao mòn luỹ kế,,(851.477.130.910),(714.663.460.044),,,-851477130910.0,-714663460044.0
240,240,240,IV. Tài sản dở dang dài hạn,,3.916.084.662.216,2.067.138.043.741,,,3916084662216.0,2067138043741.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,16,3.916.084.662.216,2.067.138.043.741,,16.0,3916084662216.0,2067138043741.0
250,250,250,V. Đầu tư tài chính dài hạn,4,820.201.154.504,791.985.806.819,,4.0,820201154504.0,791985806819.0
252,252,252,"1. Đầu tư vào công ty liên doanh, liên kết",,811.980.862.363,783.765.514.678,,,811980862363.0,783765514678.0
253,253,253,2. Đầu tư góp vốn vào đơn vị khác,,9.332.682.344,9.332.682.344,,,9332682344.0,9332682344.0
254,254,254,3. Dự phòng đầu tư tài chính dài hạn,,(1.214.690.203),(1.214.690.203),,,-1214690203.0,-1214690203.0
255,255,255,4. Đầu tư nắm giữ đến ngày đáo hạn,,102.300.000,102.300.000,,,102300000.0,102300000.0
260,260,260,VI. Tài sản dài hạn khác,,263.703.006.379,324.679.045.080,,,263703006379.0,324679045080.0
261,261,261,1. Chi phí trả trước dài hạn,11,263.703.006.379,324.679.045.080,,11.0,263703006379.0,324679045080.0
270,270,270,TỔNG CỘNG TÀI SẢN,,21.323.239.970.549,19.802.923.922.941,,,21323239970549.0,19802923922941.0
