row_label_raw,row_label_full,col_0,Loại tiềnvay,Lãi suất năm,Mục đích vay,Hình thức đảm bảo,31/12/2020,01/01/2020(dã điều chỉnh) > VND,numeric__Loại tiềnvay,numeric__Lãi suất năm,numeric__Mục đích vay,numeric__Hình thức đảm bảo,numeric__31/12/2020,numeric__01/01/2020(dã điều chỉnh) > VND
Vay và nợ dài hạn đến hạn trả,Vay và nợ dài hạn đến hạn trả,Vay và nợ dài hạn đến hạn trả,Vay và nợ dài hạn đến hạn trả,Vay và nợ dài hạn đến hạn trả,Vay và nợ dài hạn đến hạn trả,Vay và nợ dài hạn đến hạn trả,306.196.285.926,410.533.873.483,,,,,306196285926.0,410533873483.0
- Ngân hàng TMCP Công thương Việt Nam,- Ngân hàng TMCP Công thương Việt Nam,- Ngân hàng TMCP Công thương Việt Nam,- Ngân hàng TMCP Công thương Việt Nam,- Ngân hàng TMCP Công thương Việt Nam,- Ngân hàng TMCP Công thương Việt Nam,- Ngân hàng TMCP Công thương Việt Nam,43.789.893.812,131.854.497.917,,,,,43789893812.0,131854497917.0
- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,187.513.200,5.441.038.284,,,,,187513200.0,5441038284.0
- Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam,- Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam,- Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam,- Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam,- Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam,- Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam,- Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam,23.565.460.454,16.318.824.144,,,,,23565460454.0,16318824144.0
- Ngân hàng TMCP Ngoại thương Việt Nam,- Ngân hàng TMCP Ngoại thương Việt Nam,- Ngân hàng TMCP Ngoại thương Việt Nam,- Ngân hàng TMCP Ngoại thương Việt Nam,- Ngân hàng TMCP Ngoại thương Việt Nam,- Ngân hàng TMCP Ngoại thương Việt Nam,- Ngân hàng TMCP Ngoại thương Việt Nam,36.773.734.046,58.373.804.941,,,,,36773734046.0,58373804941.0
- Ngân hàng Phát triển Việt Nam,- Ngân hàng Phát triển Việt Nam,- Ngân hàng Phát triển Việt Nam,- Ngân hàng Phát triển Việt Nam,- Ngân hàng Phát triển Việt Nam,- Ngân hàng Phát triển Việt Nam,- Ngân hàng Phát triển Việt Nam,42.000.000.000,42.000.000.000,,,,,42000000000.0,42000000000.0
- Ngân hàng TMCP Sài Gòn - Hà Nội,- Ngân hàng TMCP Sài Gòn - Hà Nội,- Ngân hàng TMCP Sài Gòn - Hà Nội,- Ngân hàng TMCP Sài Gòn - Hà Nội,- Ngân hàng TMCP Sài Gòn - Hà Nội,- Ngân hàng TMCP Sài Gòn - Hà Nội,- Ngân hàng TMCP Sài Gòn - Hà Nội,2.620.671.424,2.620.671.424,,,,,2620671424.0,2620671424.0
- Ngân hàng TMCP Hàng Hải Việt Nam,- Ngân hàng TMCP Hàng Hải Việt Nam,- Ngân hàng TMCP Hàng Hải Việt Nam,- Ngân hàng TMCP Hàng Hải Việt Nam,- Ngân hàng TMCP Hàng Hải Việt Nam,- Ngân hàng TMCP Hàng Hải Việt Nam,- Ngân hàng TMCP Hàng Hải Việt Nam,39.999.999.996,39.999.999.996,,,,,39999999996.0,39999999996.0
- Ngân hàng TMCP Việt Nam Thịnh Vượng,- Ngân hàng TMCP Việt Nam Thịnh Vượng,- Ngân hàng TMCP Việt Nam Thịnh Vượng,- Ngân hàng TMCP Việt Nam Thịnh Vượng,- Ngân hàng TMCP Việt Nam Thịnh Vượng,- Ngân hàng TMCP Việt Nam Thịnh Vượng,- Ngân hàng TMCP Việt Nam Thịnh Vượng,700.260.000,164.760.000,,,,,700260000.0,164760000.0
- Công ty cho thuê tài chính Ngân hàng TMCP Ngoại thương Việt Nam,- Công ty cho thuê tài chính Ngân hàng TMCP Ngoại thương Việt Nam,- Công ty cho thuê tài chính Ngân hàng TMCP Ngoại thương Việt Nam,- Công ty cho thuê tài chính Ngân hàng TMCP Ngoại thương Việt Nam,- Công ty cho thuê tài chính Ngân hàng TMCP Ngoại thương Việt Nam,- Công ty cho thuê tài chính Ngân hàng TMCP Ngoại thương Việt Nam,- Công ty cho thuê tài chính Ngân hàng TMCP Ngoại thương Việt Nam,6.327.888.608,5.333.933.075,,,,,6327888608.0,5333933075.0
