row_label_raw,row_label_full,8. PHẢI THU KHÁC,31/12/2020 > Giá trị,31/12/2020 > Dự phòng,01/01/2020 > Giá trị,01/01/2020 > Dự phòng,numeric__31/12/2020 > Giá trị,numeric__31/12/2020 > Dự phòng,numeric__01/01/2020 > Giá trị,numeric__01/01/2020 > Dự phòng
8. PHẢI THU KHÁC,8. PHẢI THU KHÁC,8. PHẢI THU KHÁC,VND,VND,VND,VND,,,,
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,,,,,,,
"Ký cược, ký quỹ","a) Ngắn hạn > Ký cược, ký quỹ","Ký cược, ký quỹ",20.654.574.475,-,14.103.098.719,-,20654574475.0,,14103098719.0,
Phải thu về tiền tạm ứng,a) Ngắn hạn > Phải thu về tiền tạm ứng,Phải thu về tiền tạm ứng,40.400.761.608,(2.790.030.130),66.598.861.621,-,40400761608.0,-2790030130.0,66598861621.0,
Phải thu khác,a) Ngắn hạn > Phải thu khác,Phải thu khác,146.079.084.447,(55.714.888.531),127.780.103.132,(28.886.847.977),146079084447.0,-55714888531.0,127780103132.0,-28886847977.0
"- Phải thu về lãi tiền gửi, lãi cho vay","a) Ngắn hạn > - Phải thu về lãi tiền gửi, lãi cho vay","- Phải thu về lãi tiền gửi, lãi cho vay",2.074.300.273,-,5.056.412.695,-,2074300273.0,,5056412695.0,
- Phải thu về tiền thuế Giá trị gia tăng của TSCĐ thuê tài chính,a) Ngắn hạn > - Phải thu về tiền thuế Giá trị gia tăng của TSCĐ thuê tài chính,- Phải thu về tiền thuế Giá trị gia tăng của TSCĐ thuê tài chính,9.223.086.327,-,7.308.540.143,-,9223086327.0,,7308540143.0,
- Thuế TNDN tạm nộp hoạt động Bắt động sản,a) Ngắn hạn > - Thuế TNDN tạm nộp hoạt động Bắt động sản,- Thuế TNDN tạm nộp hoạt động Bắt động sản,23.317.751.046,-,16.780.242.636,-,23317751046.0,,16780242636.0,
- Phải thu nhân viên đã nghi việc,a) Ngắn hạn > - Phải thu nhân viên đã nghi việc,- Phải thu nhân viên đã nghi việc,2.986.239.360,(1.717.778.324),3.565.615.355,(1.563.339.085),2986239360.0,-1717778324.0,3565615355.0,-1563339085.0
- Phải thu theo quyết toán khối lượng được nghiệm thu,a) Ngắn hạn > - Phải thu theo quyết toán khối lượng được nghiệm thu,- Phải thu theo quyết toán khối lượng được nghiệm thu,3.874.271.768,(2.217.348.281),4.514.611.507,(1.185.240.210),3874271768.0,-2217348281.0,4514611507.0,-1185240210.0
"- Tiền sử dụng đất, bồi thường và chi phí khác Dự án Khu tái định cư và nhà ở CBCNV nhà máy gạch Tuynel tại huyện Hoành Bồ, tỉnh Quảng Ninh\( ^{(8.1)} \)","a) Ngắn hạn > - Tiền sử dụng đất, bồi thường và chi phí khác Dự án Khu tái định cư và nhà ở CBCNV nhà máy gạch Tuynel tại huyện Hoành Bồ, tỉnh Quảng Ninh\( ^{(8.1)} \)","- Tiền sử dụng đất, bồi thường và chi phí khác Dự án Khu tái định cư và nhà ở CBCNV nhà máy gạch Tuynel tại huyện Hoành Bồ, tỉnh Quảng Ninh\( ^{(8.1)} \)",33.642.634.419,(12.673.150.299),33.642.634.419,-,33642634419.0,-12673150299.0,33642634419.0,
- Phải thu về tiền đến bù giải phóng mặt bằng tại Khu công nghiệp Phong Điền,a) Ngắn hạn > - Phải thu về tiền đến bù giải phóng mặt bằng tại Khu công nghiệp Phong Điền,- Phải thu về tiền đến bù giải phóng mặt bằng tại Khu công nghiệp Phong Điền,7.171.308.000,-,-,-,7171308000.0,,,
- Phải thu Công ty Cổ phần Phát triển và Kinh doanh nhà Vĩnh Phúc\( ^{(8.2)} \),a) Ngắn hạn > - Phải thu Công ty Cổ phần Phát triển và Kinh doanh nhà Vĩnh Phúc\( ^{(8.2)} \),- Phải thu Công ty Cổ phần Phát triển và Kinh doanh nhà Vĩnh Phúc\( ^{(8.2)} \),5.000.000.000,(5.000.000.000),5.000.000.000,-,5000000000.0,-5000000000.0,5000000000.0,
- Phải thu Công ty Cổ phần Đầu tư Cơ khí và Xây dựng Hà Nội,a) Ngắn hạn > - Phải thu Công ty Cổ phần Đầu tư Cơ khí và Xây dựng Hà Nội,- Phải thu Công ty Cổ phần Đầu tư Cơ khí và Xây dựng Hà Nội,961.261.847,(961.261.847),5.000.000.000,(5.000.000.000),961261847.0,-961261847.0,5000000000.0,-5000000000.0
