row_label_raw,row_label_full,8. PHẢI THU KHÁC,31/12/2020 > Giá trị,31/12/2020 > Dự phòng,01/01/2020 > Giá trị,01/01/2020 > Dự phòng,numeric__31/12/2020 > Giá trị,numeric__31/12/2020 > Dự phòng,numeric__01/01/2020 > Giá trị,numeric__01/01/2020 > Dự phòng
- Phải thu Công ty Cổ phần Bá Hiển,a) Ngắn hạn > - Phải thu Công ty Cổ phần Bá Hiển,- Phải thu Công ty Cổ phần Bá Hiển,4.076.878.000,(4.076.878.000),-,-,4076878000.0,-4076878000.0,,
- Phải thu Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,a) Ngắn hạn > - Phải thu Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,- Phải thu Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,2.006.710.000,(2.006.710.000),2.066.522.304,(2.006.710.000),2006710000.0,-2006710000.0,2066522304.0,-2006710000.0
- Phải thu Công ty Cổ phần Viglacera Đông Triều,a) Ngắn hạn > - Phải thu Công ty Cổ phần Viglacera Đông Triều,- Phải thu Công ty Cổ phần Viglacera Đông Triều,2.769.055.336,(2.769.055.336),3.319.055.336,(3.319.055.336),2769055336.0,-2769055336.0,3319055336.0,-3319055336.0
- Phải thu khác,a) Ngắn hạn > - Phải thu khác,- Phải thu khác,48.975.588.071,(24.292.706.444),41.526.468.737,(15.812.503.346),48975588071.0,-24292706444.0,41526468737.0,-15812503346.0
,,,207.134.420.530,(58.504.918.661),208.482.063.472,(28.886.847.977),207134420530.0,-58504918661.0,208482063472.0,-28886847977.0
b) Dài hạn,b) Dài hạn,b) Dài hạn,,,,,,,,
"Ký cược, ký quỹ","b) Dài hạn > Ký cược, ký quỹ","Ký cược, ký quỹ",21.016.987.859,-,19.516.729.451,-,21016987859.0,,19516729451.0,
Phải thu khác,b) Dài hạn > Phải thu khác,Phải thu khác,207.688.240.836,-,225.874.288.244,-,207688240836.0,,225874288244.0,
- Phải thu Công ty Cổ phần Đầu tư Xây dựng và Kinh doanh nước sạch\( ^{(8.3)} \),b) Dài hạn > - Phải thu Công ty Cổ phần Đầu tư Xây dựng và Kinh doanh nước sạch\( ^{(8.3)} \),- Phải thu Công ty Cổ phần Đầu tư Xây dựng và Kinh doanh nước sạch\( ^{(8.3)} \),900.000.000,-,1.350.000.000,-,900000000.0,,1350000000.0,
- Tiền đến bù GPMB chờ được trì vào tiền thuê đất phải nộp\( ^{(8.4)} \),b) Dài hạn > - Tiền đến bù GPMB chờ được trì vào tiền thuê đất phải nộp\( ^{(8.4)} \),- Tiền đến bù GPMB chờ được trì vào tiền thuê đất phải nộp\( ^{(8.4)} \),206.338.331.328,-,223.432.206.498,-,206338331328.0,,223432206498.0,
- Phải thu về các khoản khác,b) Dài hạn > - Phải thu về các khoản khác,- Phải thu về các khoản khác,449.909.508,-,1.092.081.746,-,449909508.0,,1092081746.0,
,,,228.705.228.695,-,245.391.017.695,-,228705228695.0,,245391017695.0,
c) Trong đó: Phải thu khác là các bên liên quan,b) Dài hạn > c) Trong đó: Phải thu khác là các bên liên quan,c) Trong đó: Phải thu khác là các bên liên quan,7.584.224.548,(4.775.765.336),5.385.577.640,(5.325.765.336),7584224548.0,-4775765336.0,5385577640.0,-5325765336.0
