row_label_raw,row_label_full,col_0,31/12/2020 > Giá trịVND,31/12/2020 > Dự phòngVND,01/01/2020 > Giá trịVND,01/01/2020 > Dự phòngVND,numeric__31/12/2020 > Giá trịVND,numeric__31/12/2020 > Dự phòngVND,numeric__01/01/2020 > Giá trịVND,numeric__01/01/2020 > Dự phòngVND
a) Trả trước cho người bán chỉ tiết theo nhà cung cấp có số dư lớn,a) Trả trước cho người bán chỉ tiết theo nhà cung cấp có số dư lớn,a) Trả trước cho người bán chỉ tiết theo nhà cung cấp có số dư lớn,a) Trả trước cho người bán chỉ tiết theo nhà cung cấp có số dư lớn,a) Trả trước cho người bán chỉ tiết theo nhà cung cấp có số dư lớn,a) Trả trước cho người bán chỉ tiết theo nhà cung cấp có số dư lớn,a) Trả trước cho người bán chỉ tiết theo nhà cung cấp có số dư lớn,,,,
Công ty Cổ phần Viglacera Đông Triều,a) Trả trước cho người bán chỉ tiết theo nhà cung cấp có số dư lớn > Công ty Cổ phần Viglacera Đông Triều,Công ty Cổ phần Viglacera Đông Triều,10.198.066.563,(2.000.000.000),4.134.248.921,(2.000.000.000),10198066563.0,-2000000000.0,4134248921.0,-2000000000.0
Công ty Cổ phần Đầu tư Cơ khí và Xây dựng Hà Nội,a) Trả trước cho người bán chỉ tiết theo nhà cung cấp có số dư lớn > Công ty Cổ phần Đầu tư Cơ khí và Xây dựng Hà Nội,Công ty Cổ phần Đầu tư Cơ khí và Xây dựng Hà Nội,-,-,10.329.943.078,-,,,10329943078.0,
Công ty Cổ phần Thương mại Dầu khí An Dương,a) Trả trước cho người bán chỉ tiết theo nhà cung cấp có số dư lớn > Công ty Cổ phần Thương mại Dầu khí An Dương,Công ty Cổ phần Thương mại Dầu khí An Dương,13.200.670.188,-,15.568.747.003,-,13200670188.0,,15568747003.0,
Công ty Cổ phần Thương mại và Du lịch Biển Đông,a) Trả trước cho người bán chỉ tiết theo nhà cung cấp có số dư lớn > Công ty Cổ phần Thương mại và Du lịch Biển Đông,Công ty Cổ phần Thương mại và Du lịch Biển Đông,9.100.000.000,-,8.100.000.000,-,9100000000.0,,8100000000.0,
Công ty TNHH MTV phát triển độ thị và khu công nghiệp IDICO,a) Trả trước cho người bán chỉ tiết theo nhà cung cấp có số dư lớn > Công ty TNHH MTV phát triển độ thị và khu công nghiệp IDICO,Công ty TNHH MTV phát triển độ thị và khu công nghiệp IDICO,6.214.453.800,-,6.214.453.800,-,6214453800.0,,6214453800.0,
Các khoản trả trước cho người bán khác,a) Trả trước cho người bán chỉ tiết theo nhà cung cấp có số dư lớn > Các khoản trả trước cho người bán khác,Các khoản trả trước cho người bán khác,195.762.022.151,(15.177.071.681),195.263.946.620,(11.523.386.888),195762022151.0,-15177071681.0,195263946620.0,-11523386888.0
,,,234.475.212.702,(17.177.071.681),239.611.339.422,(13.523.386.888),234475212702.0,-17177071681.0,239611339422.0,-13523386888.0
b) Trong đó: Trả trước cho người bán là,b) Trong đó: Trả trước cho người bán là,b) Trong đó: Trả trước cho người bán là,b) Trong đó: Trả trước cho người bán là,b) Trong đó: Trả trước cho người bán là,b) Trong đó: Trả trước cho người bán là,b) Trong đó: Trả trước cho người bán là,,,,
các bên liên quan,b) Trong đó: Trả trước cho người bán là > các bên liên quan,các bên liên quan,14.657.118.240,(2.000.000.000),4.574.226.680,(2.000.000.000),14657118240.0,-2000000000.0,4574226680.0,-2000000000.0
