row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2020,Năm 2019 (đã điều chỉnh),numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2020,numeric__Năm 2019 (đã điều chỉnh)
,,,,,VND,VND,,,,
III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
31,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 31,31,"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",,2.053.257.208,25.399.535.600,,,2053257208.0,25399535600.0
33,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 33,33,2. Tiền thu từ đi vay,,5.512.479.697.745,5.282.270.017.057,,,5512479697745.0,5282270017057.0
34,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 34,34,3. Tiền trả nợ gốc vay,,(5.704.368.247.576),(5.260.810.131.941),,,-5704368247576.0,-5260810131941.0
35,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 35,35,4. Tiền trả nợ gốc thuê tài chính,,(71.187.347.046),(45.911.231.754),,,-71187347046.0,-45911231754.0
36,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 36,36,"5. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",,(558.719.826.834),(516.014.528.108),,,-558719826834.0,-516014528108.0
40,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,,(819.742.466.503),(515.066.339.146),,,-819742466503.0,-515066339146.0
50,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 50,50,Lưu chuyển tiền thuần trong năm,,(756.265.678.180),1.295.067.784.382,,,-756265678180.0,1295067784382.0
60,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 60,60,Tiền và tương đương tiền đầu năm,,2.710.172.050.345,1.417.334.543.677,,,2710172050345.0,1417334543677.0
61,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 61,61,Ảnh hưởng của thay đổi tỷ giá hồi đoái quy đổi ngoại tệ,,(3.576.070.402),(2.230.277.714),,,-3576070402.0,-2230277714.0
70,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 70,70,Tiền và tương đương tiền cuối năm,3,1.950.330.301.763,2.710.172.050.345,,3.0,1950330301763.0,2710172050345.0
