row_label_raw,row_label_full,col_0,31/12/2020 > Giá trị,31/12/2020 > Số có khả năng trả nợ,01/01/2020 (đã điều chỉnh) > Giá trị,01/01/2020 (đã điều chỉnh) > Số có khả năng trả nợ,numeric__31/12/2020 > Giá trị,numeric__31/12/2020 > Số có khả năng trả nợ,numeric__01/01/2020 (đã điều chỉnh) > Giá trị,numeric__01/01/2020 (đã điều chỉnh) > Số có khả năng trả nợ
,,,VND,VND,VND,VND,,,,
a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,,,,
- Chi nhánh Xăng dầu Bắc Ninh (Petrolimex Bắc Ninh),a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Chi nhánh Xăng dầu Bắc Ninh (Petrolimex Bắc Ninh),- Chi nhánh Xăng dầu Bắc Ninh (Petrolimex Bắc Ninh),28.312.047.586,28.312.047.586,40.312.047.586,40.312.047.586,28312047586.0,28312047586.0,40312047586.0,40312047586.0
- Công ty TNHH Thiết bị Hệ thống L.P.G,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH Thiết bị Hệ thống L.P.G,- Công ty TNHH Thiết bị Hệ thống L.P.G,20.717.376.256,20.717.376.256,25.284.481.202,25.284.481.202,20717376256.0,20717376256.0,25284481202.0,25284481202.0
- Công ty TNHH ECOBA Công nghệ môi trường,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH ECOBA Công nghệ môi trường,- Công ty TNHH ECOBA Công nghệ môi trường,17.746.855.733,17.746.855.733,3.602.942.487,3.602.942.487,17746855733.0,17746855733.0,3602942487.0,3602942487.0
- Công ty Cổ phần Đầu tư và Khai thác Ninh Giang,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Đầu tư và Khai thác Ninh Giang,- Công ty Cổ phần Đầu tư và Khai thác Ninh Giang,54.929.025.525,54.929.025.525,762.221.531,762.221.531,54929025525.0,54929025525.0,762221531.0,762221531.0
- Công ty TNHH Đầu tư xây dựng và Công nghệ môi trường Dương Nhật,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH Đầu tư xây dựng và Công nghệ môi trường Dương Nhật,- Công ty TNHH Đầu tư xây dựng và Công nghệ môi trường Dương Nhật,18.577.904.000,18.577.904.000,-,-,18577904000.0,18577904000.0,,
- Công ty TNHH Xây dựng Tiên Du,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH Xây dựng Tiên Du,- Công ty TNHH Xây dựng Tiên Du,39.892.118.042,39.892.118.042,37.553.211.358,37.553.211.358,39892118042.0,39892118042.0,37553211358.0,37553211358.0
- Công ty TNHH Long Đại Thắng,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH Long Đại Thắng,- Công ty TNHH Long Đại Thắng,24.556.517.920,24.556.517.920,18.514.037.905,18.514.037.905,24556517920.0,24556517920.0,18514037905.0,18514037905.0
- Công ty TNHH Khoáng sản Hòa Phát Phú Thọ,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH Khoáng sản Hòa Phát Phú Thọ,- Công ty TNHH Khoáng sản Hòa Phát Phú Thọ,-,-,7.725.175.404,7.725.175.404,,,7725175404.0,7725175404.0
