row_label_raw,row_label_full,col_0,1/1/2017 > Giá trị ghi số và số có khả năng trả nợ VND,1/1/2017 > Tăng VND,Biến động trong năm > Giảm VND,Biến động trong năm > Phân loại từ vay dài hạn VND,Biến động trong năm > Chênh lệch tỷ giá VND,Biến động trong năm > Giảm do mất quyền kiểm soát tại các công ty con VND,31/12/2017 > Giá trị ghi số và số có khả năng trả nợ VND,numeric__1/1/2017 > Giá trị ghi số và số có khả năng trả nợ VND,numeric__1/1/2017 > Tăng VND,numeric__Biến động trong năm > Giảm VND,numeric__Biến động trong năm > Phân loại từ vay dài hạn VND,numeric__Biến động trong năm > Chênh lệch tỷ giá VND,numeric__Biến động trong năm > Giảm do mất quyền kiểm soát tại các công ty con VND,numeric__31/12/2017 > Giá trị ghi số và số có khả năng trả nợ VND
Vay ngắn hạn (i),Vay ngắn hạn (i),Vay ngắn hạn (i),6.427.890.425.251,67.796.875.700.090,(61.005.892.771.332),440.000.000,(5.720.203.976),(109.818.267.723),13.103.774.882.310,6427890425251.0,67796875700090.0,-61005892771332.0,440000000.0,-5720203976.0,-109818267723.0,13103774882310.0
Vay dài hạn đến hạn trả (b),Vay dài hạn đến hạn trả (b),Vay dài hạn đến hạn trả (b),610.119.207.029,15.112.272.728,(624.062.904.696),641.305.897.997,(1.168.575.061),-,641.305.897.997,610119207029.0,15112272728.0,-624062904696.0,641305897997.0,-1168575061.0,,641305897997.0
,,,7.038.009.632.280,67.811.987.972.818,(61.629.955.676.028),641.745.897.997,(6.888.779.037),(109.818.267.723),13.745.080.780.307,7038009632280.0,67811987972818.0,-61629955676028.0,641745897997.0,-6888779037.0,-109818267723.0,13745080780307.0
