row_label_raw,row_label_full,Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \) > Tiền và các khoản tương đương tiềnđầu năm,Mã số > 50 > 60,Thuyết minh,2017 VND > 2.920.368.846.508 > 11.353.600.192.147,2016 VND > 90.184.439.820 > 11.288.673.192.851,numeric__Mã số > 50 > 60,numeric__Thuyết minh,numeric__2017 VND > 2.920.368.846.508 > 11.353.600.192.147,numeric__2016 VND > 90.184.439.820 > 11.288.673.192.851
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61,,(50.547.530.394),(25.257.440.524),61.0,,-50547530394.0,-25257440524.0
Tiền và các khoản tương đương tiềncuối năm \( (70 = 50 + 60 + 61) \),Tiền và các khoản tương đương tiềncuối năm \( (70 = 50 + 60 + 61) \),Tiền và các khoản tương đương tiềncuối năm \( (70 = 50 + 60 + 61) \),70,6,14.223.421.508.261,11.353.600.192.147,70.0,6.0,14223421508261.0,11353600192147.0
