row_label_raw,row_label_full,col_0,Võ bình gas VND,Lợi thế kinh doanh liên quan đến cổ phần hóa VND,Tiền thuê đất VND,Chi phí sửa chữa lớn tài sản VND,Công cụ và dụng cụ VND,Chi phí trả trước dài hạn khác VND,Tổng cộng VND,numeric__Võ bình gas VND,numeric__Lợi thế kinh doanh liên quan đến cổ phần hóa VND,numeric__Tiền thuê đất VND,numeric__Chi phí sửa chữa lớn tài sản VND,numeric__Công cụ và dụng cụ VND,numeric__Chi phí trả trước dài hạn khác VND,numeric__Tổng cộng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,285.322.759.947,271.070.169.597,761.338.146.326,102.527.585.748,113.461.144.489,379.987.561.716,1.913.707.367.823,285322759947.0,271070169597.0,761338146326.0,102527585748.0,113461144489.0,379987561716.0,1913707367823.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,37.166.078.602,-,168.183.350.522,118.678.049.229,86.934.912.072,129.927.145.138,540.889.535.563,37166078602.0,,168183350522.0,118678049229.0,86934912072.0,129927145138.0,540889535563.0
Chuyển sang tài sản cố định vô hình,Chuyển sang tài sản cố định vô hình,Chuyển sang tài sản cố định vô hình,-,-,(15.762.064.718),-,-,-,(15.762.064.718),,,-15762064718.0,,,,-15762064718.0
Chuyển từ chi phí cơ bản đồ dang,Chuyển từ chi phí cơ bản đồ dang,Chuyển từ chi phí cơ bản đồ dang,-,-,67.569.133.992,11.795.008.748,12.104.949.858,2.315.788.759,93.784.881.357,,,67569133992.0,11795008748.0,12104949858.0,2315788759.0,93784881357.0
Thanh lý và xóa sổ,Thanh lý và xóa sổ,Thanh lý và xóa sổ,(654.163.053),-,(10.563.778.471),-,(1.129.489.365),(977.057.596),(13.324.488.485),-654163053.0,,-10563778471.0,,-1129489365.0,-977057596.0,-13324488485.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(48.944.343.139),(54.214.033.920),(77.474.246.916),(104.978.820.786),(85.188.423.168),(106.901.181.839),(477.701.049.768),-48944343139.0,-54214033920.0,-77474246916.0,-104978820786.0,-85188423168.0,-106901181839.0,-477701049768.0
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
