row_label_raw,row_label_full,col_0,31/12/2017 > Số lượng,31/12/2017 > Giá gốc VND,31/12/2017 > Dự phòng giảm giá VND,31/12/2017 > Giá trị hợp lý VND,1/1/2017 > Số lượng,1/1/2017 > Giá gốc VND,1/1/2017 > Dự phòng giảm giá VND,1/1/2017 > Giá trị hợp lý VND,numeric__31/12/2017 > Số lượng,numeric__31/12/2017 > Giá gốc VND,numeric__31/12/2017 > Dự phòng giảm giá VND,numeric__31/12/2017 > Giá trị hợp lý VND,numeric__1/1/2017 > Số lượng,numeric__1/1/2017 > Giá gốc VND,numeric__1/1/2017 > Dự phòng giảm giá VND,numeric__1/1/2017 > Giá trị hợp lý VND
Ngân hàng Thương mạiCổ phần Quân đội,Ngân hàng Thương mạiCổ phần Quân đội,Ngân hàng Thương mạiCổ phần Quân đội,-,-,-,-,715.908,15.000.000.000,(4.977.288.000),10.022.712.000,,,,,715908.0,15000000000.0,-4977288000.0,10022712000.0
Tổng Công ty Cổ phần Bia- Rượu - Nước Giải KhátSài Gòn,Tổng Công ty Cổ phần Bia- Rượu - Nước Giải KhátSài Gòn,Tổng Công ty Cổ phần Bia- Rượu - Nước Giải KhátSài Gòn,-,-,-,-,200.000,14.000.000.000,-,39.540.000.000,,,,,200000.0,14000000000.0,,39540000000.0
Công ty TNHH MTVCặng Hải Phòng,Công ty TNHH MTVCặng Hải Phòng,Công ty TNHH MTVCặng Hải Phòng,-,-,-,-,538.000,7.263.000.000,-,9.146.000.000,,,,,538000.0,7263000000.0,,9146000000.0
Tổng Công ty Phân bón vàHóa chất Dầu khí,Tổng Công ty Phân bón vàHóa chất Dầu khí,Tổng Công ty Phân bón vàHóa chất Dầu khí,-,-,-,-,300.000,10.809.632.500,(4.104.632.500),6.705.000.000,,,,,300000.0,10809632500.0,-4104632500.0,6705000000.0
Công ty Cổ Phần Cơ điệnlạnh,Công ty Cổ Phần Cơ điệnlạnh,Công ty Cổ Phần Cơ điệnlạnh,-,-,-,-,-,5.737.050.000,(1.564.100.800),4.172.949.200,,,,,,5737050000.0,-1564100800.0,4172949200.0
Tổng Công ty Đệt mayHà Nội,Tổng Công ty Đệt mayHà Nội,Tổng Công ty Đệt mayHà Nội,100.000,2.610.000.000,-,(*),100.000,2.610.000.000,-,(*),100000.0,2610000000.0,,,100000.0,2610000000.0,,
Các khoản đầu tư khác,Các khoản đầu tư khác,Các khoản đầu tư khác,,3.411.246.000,(2.053.067.986),(*),,23.695.955.900,(9.549.051.093),(*),,3411246000.0,-2053067986.0,,,23695955900.0,-9549051093.0,
,,,,6.021.246.000,(2.053.067.986),(*),,79.115.638.400,(20.195.072.393),(*),,6021246000.0,-2053067986.0,,,79115638400.0,-20195072393.0,
