row_label_raw,row_label_full,Tên,Chức vụ,Thu nhập,Thu nhập_1,numeric__Chức vụ,numeric__Thu nhập,numeric__Thu nhập_1
Tên,Tên,Tên,Chức vụ,Năm nay,Năm trước,,,
Ông Nguyễn Như So,Tên > Ông Nguyễn Như So,Ông Nguyễn Như So,Chủ tịch,1.640.000.000,1.640.911.000,,1640000000.0,1640911000.0
Ông Nguyễn Khắc Thảo,Tên > Ông Nguyễn Khắc Thảo,Ông Nguyễn Khắc Thảo,Phó Chủ tịch kiểm Tổng Giám đốc,1.160.000.000,1.160.833.000,,1160000000.0,1160833000.0
Bà Nguyễn Thị Thu Hương,Tên > Bà Nguyễn Thị Thu Hương,Bà Nguyễn Thị Thu Hương,Phó Tổng Giám đốc kiểm thành viên,920.000.000,907.683.000,,920000000.0,907683000.0
Ông Nguyễn Thế Tường,Tên > Ông Nguyễn Thế Tường,Ông Nguyễn Thế Tường,Thành viên kiểm Phó Tổng Giám đốc,906.260.000,898.542.000,,906260000.0,898542000.0
Ông Nguyễn Hoàng Nguyên,Tên > Ông Nguyễn Hoàng Nguyên,Ông Nguyễn Hoàng Nguyên,Thành viên,240.000.000,240.000.000,,240000000.0,240000000.0
Ông Lê Quốc Đoàn,Tên > Ông Lê Quốc Đoàn,Ông Lê Quốc Đoàn,Thành viên,240.000.000,240.000.000,,240000000.0,240000000.0
Bà Nguyễn Thanh Hương,Tên > Bà Nguyễn Thanh Hương,Bà Nguyễn Thanh Hương,Thành viên,180.000.000,181.659.000,,180000000.0,181659000.0
Ông Hoàng Nguyên Học,Tên > Ông Hoàng Nguyên Học,Ông Hoàng Nguyên Học,Thành viên (bổ nhiệm ngày 26 tháng 4 năm 2020),80.000.000,-,,80000000.0,
Ông Bùi Văn Hoan,Tên > Ông Bùi Văn Hoan,Ông Bùi Văn Hoan,Thành viên (bổ nhiệm ngày 26 tháng 4 năm 2020),80.000.000,-,,80000000.0,
Ông Nguyễn Đình Toàn,Tên > Ông Nguyễn Đình Toàn,Ông Nguyễn Đình Toàn,Thành viên (miễn nhiệm ngày 26 tháng 4 năm 2020),385.029.000,786.020.000,,385029000.0,786020000.0
Ông Trần Xuân Mạnh,Tên > Ông Trần Xuân Mạnh,Ông Trần Xuân Mạnh,Thành viên (miễn nhiệm ngày 26 tháng 4 năm 2020),80.000.000,240.000.000,,80000000.0,240000000.0
Ông Hoàng Văn Chung,Tên > Ông Hoàng Văn Chung,Ông Hoàng Văn Chung,Phó Tổng Giám đốc,960.698.000,944.493.000,,960698000.0,944493000.0
Ông Phạm Văn Học,Tên > Ông Phạm Văn Học,Ông Phạm Văn Học,Phó Tổng Giám đốc,826.260.000,828.542.000,,826260000.0,828542000.0
Ông Nguyễn Thế Chính,Tên > Ông Nguyễn Thế Chính,Ông Nguyễn Thế Chính,Phó Tổng Giám đốc,746.260.000,738.001.000,,746260000.0,738001000.0
Ông Nguyễn Văn Tuế,Tên > Ông Nguyễn Văn Tuế,Ông Nguyễn Văn Tuế,Phó Tổng Giám đốc,560.000.000,866.025.000,,560000000.0,866025000.0
TỔNG CỘNG,Tên > TỔNG CỘNG,TỔNG CỘNG,,9.004.507.000,9.672.709.000,,9004507000.0,9672709000.0
