row_label_raw,row_label_full,Ngân hàng TMCP Ngoại thương Việt Nam - Sở giao dịch > Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Thành An,Loại tiền > VND,Lãi suất năm > Tổng lãi suất huy động tiết kiệm bằng tiền đồng kỳ hạn 12 tháng và biên độ > Lãi suất ưu đãi từ nguồn vốn hỗ trợ chương trình phát triển Năng lượng tái tạo (REDP) của WB,Năm đáo hạn > 180 tháng kể từ ngày giải ngân > 168 tháng kể từ ngày giải ngân > 180 tháng kể từ ngày giải ngân,Hình thức đảm bảo > Tài sản hình thành từ Dự án Thủy Điện Bảo Lâm 3 > Tài sản hình thành từ Dự án Thủy Điện Bảo Lạc B > Tài sản hình thành từ Dự án Thủy Điện Bảo Lâm 3A > Tài sản hình thành từ Dự án Thủy Điện Bảo Lâm 1,31/12/2019 > VND > 490.709.898.607 > 86.439.942.963 > 62.339.170.283 > 498.368.395.700,01/01/2019 > VND > 353.500.000.000 > - > 69.339.170.283 > 504.168.395.700,numeric__Loại tiền > VND,numeric__Lãi suất năm > Tổng lãi suất huy động tiết kiệm bằng tiền đồng kỳ hạn 12 tháng và biên độ > Lãi suất ưu đãi từ nguồn vốn hỗ trợ chương trình phát triển Năng lượng tái tạo (REDP) của WB,numeric__Năm đáo hạn > 180 tháng kể từ ngày giải ngân > 168 tháng kể từ ngày giải ngân > 180 tháng kể từ ngày giải ngân,numeric__Hình thức đảm bảo > Tài sản hình thành từ Dự án Thủy Điện Bảo Lâm 3 > Tài sản hình thành từ Dự án Thủy Điện Bảo Lạc B > Tài sản hình thành từ Dự án Thủy Điện Bảo Lâm 3A > Tài sản hình thành từ Dự án Thủy Điện Bảo Lâm 1,numeric__31/12/2019 > VND > 490.709.898.607 > 86.439.942.963 > 62.339.170.283 > 498.368.395.700,numeric__01/01/2019 > VND > 353.500.000.000 > - > 69.339.170.283 > 504.168.395.700
,,,,,,,1.137.857.407.553(53.400.000.000),927.007.565.983,,,,,,927007565983.0
Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,1.084.457.407.553,927.007.565.983,,,,,1084457407553.0,927007565983.0
Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,1.084.457.407.553,927.007.565.983,,,,,1084457407553.0,927007565983.0
