row_label_raw,row_label_full,col_0,01/01/2019 > Giá trị,01/01/2019 > Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > Giảm,31/12/2019 > Giá trị,31/12/2019 > Số có khả năng trả nợ,numeric__01/01/2019 > Giá trị,numeric__01/01/2019 > Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__31/12/2019 > Giá trị,numeric__31/12/2019 > Số có khả năng trả nợ
Thông tin chi tiết liên quan đến khoản vay ngắn hạn,Thông tin chi tiết liên quan đến khoản vay ngắn hạn,Thông tin chi tiết liên quan đến khoản vay ngắn hạn,Thông tin chi tiết liên quan đến khoản vay ngắn hạn,Thông tin chi tiết liên quan đến khoản vay ngắn hạn,Thông tin chi tiết liên quan đến khoản vay ngắn hạn,Thông tin chi tiết liên quan đến khoản vay ngắn hạn,Thông tin chi tiết liên quan đến khoản vay ngắn hạn,Thông tin chi tiết liên quan đến khoản vay ngắn hạn,,,,,,
,,,Loại tiền,Mục đích vay,Hình thức đảm bảo,,31/12/2019,01/01/2019,,,,,,
,,,,,,,VND,VND,,,,,,
Công ty Cổ phần Đầu tư Địa ốc Mỹ Đình,Thông tin chi tiết liên quan đến khoản vay ngắn hạn > Công ty Cổ phần Đầu tư Địa ốc Mỹ Đình,Công ty Cổ phần Đầu tư Địa ốc Mỹ Đình,VND,Bổ sung vốn,Tín chấp,,98.878.400.000,210.000.000.000,,,,,98878400000.0,210000000000.0
Công ty Cổ phần Cơ khí Ô tô Hòa Bình,Thông tin chi tiết liên quan đến khoản vay ngắn hạn > Công ty Cổ phần Cơ khí Ô tô Hòa Bình,Công ty Cổ phần Cơ khí Ô tô Hòa Bình,VND,Bổ sung vốn,Tín chấp,,-,33.520.000.000,,,,,,33520000000.0
Công ty Cổ phần Đầu tư Tiến Bộ,Thông tin chi tiết liên quan đến khoản vay ngắn hạn > Công ty Cổ phần Đầu tư Tiến Bộ,Công ty Cổ phần Đầu tư Tiến Bộ,VND,Bổ sung vốn,Tín chấp,,105.700.000.000,18.200.000.000,,,,,105700000000.0,18200000000.0
Công ty Cổ phần Điện gió Liên Lập,Thông tin chi tiết liên quan đến khoản vay ngắn hạn > Công ty Cổ phần Điện gió Liên Lập,Công ty Cổ phần Điện gió Liên Lập,VND,Bổ sung vốn,Tín chấp,,44.700.000.000,-,,,,,44700000000.0,
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Hà Nội,Thông tin chi tiết liên quan đến khoản vay ngắn hạn > Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Hà Nội,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Hà Nội,VND,Bổ sung vốn,Tín chấp,,143.654.922.142,166.597.685.485,,,,,143654922142.0,166597685485.0
Ngân hàng TMCP Ngoại Thương - Sở giao dịch,Thông tin chi tiết liên quan đến khoản vay ngắn hạn > Ngân hàng TMCP Ngoại Thương - Sở giao dịch,Ngân hàng TMCP Ngoại Thương - Sở giao dịch,VND,Bổ sung vốn,Tín chấp,,8.671.913.721,-,,,,,8671913721.0,
Ngân hàng Shinhan - Chi nhánh Hà Nội,Thông tin chi tiết liên quan đến khoản vay ngắn hạn > Ngân hàng Shinhan - Chi nhánh Hà Nội,Ngân hàng Shinhan - Chi nhánh Hà Nội,VND,Bổ sung vốn,Tín chấp,,110.200.000.000,-,,,,,110200000000.0,
Ngân hàng Ngân hàng Thương mại Cổ phần Công thương Chi nhánh Thành An Đối tượng khác,Thông tin chi tiết liên quan đến khoản vay ngắn hạn > Ngân hàng Ngân hàng Thương mại Cổ phần Công thương Chi nhánh Thành An Đối tượng khác,Ngân hàng Ngân hàng Thương mại Cổ phần Công thương Chi nhánh Thành An Đối tượng khác,VND,Bổ sung vốn,Tín chấp,,335.437.323.899,-,,,,,335437323899.0,
Ngân hàng Ngân hàng Thương mại Cổ phần Công thương Chi nhánh Thành An Đối tượng khác,Thông tin chi tiết liên quan đến khoản vay ngắn hạn > Ngân hàng Ngân hàng Thương mại Cổ phần Công thương Chi nhánh Thành An Đối tượng khác,Ngân hàng Ngân hàng Thương mại Cổ phần Công thương Chi nhánh Thành An Đối tượng khác,VND,,Tín chấp,,1.680.000.000,-,,,,,1680000000.0,
,,,,,,,848.922.559.762,428.317.685.485,,,,,848922559762.0,428317685485.0
