row_label_raw,row_label_full,col_0,31/12/2019,31/12/2019_1,01/01/2019,01/01/2019_1,numeric__31/12/2019,numeric__31/12/2019_1,numeric__01/01/2019,numeric__01/01/2019_1
,,,Giá gốcVND,Dự phòngVND,Giá gốcVND,Dự phòngVND,,,,
Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,,,,
Tiền và các khoản tương đương tiền,Tài sản tài chính > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,478.438.210.075,-,572.299.230.530,-,478438210075.0,,572299230530.0,
"Phải thu khách hàng, phải thu khác","Tài sản tài chính > Phải thu khách hàng, phải thu khác","Phải thu khách hàng, phải thu khác",1.052.828.314.146,(3.134.031.737),822.217.292.124,(3.134.031.737),1052828314146.0,-3134031737.0,822217292124.0,-3134031737.0
Các khoản cho vay,Tài sản tài chính > Các khoản cho vay,Các khoản cho vay,187.000.000.000,-,90.000.000.000,-,187000000000.0,,90000000000.0,
Đầu tư dài hạn,Tài sản tài chính > Đầu tư dài hạn,Đầu tư dài hạn,821.770.000,-,821.770.000,-,821770000.0,,821770000.0,
,,,1.719.088.294.221,(3.134.031.737),1.485.338.292.654,(3.134.031.737),1719088294221.0,-3134031737.0,1485338292654.0,-3134031737.0
,,,,,Giá trị số kế toán,Giá trị số kế toán,,,,
,,,,,31/12/2019VND,01/01/2019VND,,,,
Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,,,,
Vay và nợ,Nợ phải trả tài chính > Vay và nợ,Vay và nợ,,,1.986.779.967.315,1.355.325.251.468,,,1986779967315.0,1355325251468.0
"Phải trả người bán, phải trả khác","Nợ phải trả tài chính > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",,,629.052.691.138,488.911.424.408,,,629052691138.0,488911424408.0
Chi phí phải trả,Nợ phải trả tài chính > Chi phí phải trả,Chi phí phải trả,,,84.437.085.641,95.285.064.285,,,84437085641.0,95285064285.0
,,,,,2.700.269.744.094,1.939.521.740.161,,,2700269744094.0,1939521740161.0
