row_label_raw,row_label_full,col_0,31/12/2019 > Giá gốcVND,31/12/2019 > Giá trị hợp lýVND,31/12/2019 > Dự phòngVND,01/01/2019 > Giá gốcVND,01/01/2019 > Giá trị hợp lýVND,01/01/2019 > Dự phòngVND,numeric__31/12/2019 > Giá gốcVND,numeric__31/12/2019 > Giá trị hợp lýVND,numeric__31/12/2019 > Dự phòngVND,numeric__01/01/2019 > Giá gốcVND,numeric__01/01/2019 > Giá trị hợp lýVND,numeric__01/01/2019 > Dự phòngVND
Đầu tư vào Công ty con,Đầu tư vào Công ty con,Đầu tư vào Công ty con,1.181.293.973.373,,-,827.596.708.373,,-,1181293973373.0,,,827596708373.0,,
- Công ty TNHH MTV Xây lắp điện 1 - Đại Mỗ,- Công ty TNHH MTV Xây lắp điện 1 - Đại Mỗ,- Công ty TNHH MTV Xây lắp điện 1 - Đại Mỗ,5.000.000.000,,-,5.000.000.000,,-,5000000000.0,,,5000000000.0,,
- Công ty TNHH MTV Xây lắp điện 1 - Hà Nội,- Công ty TNHH MTV Xây lắp điện 1 - Hà Nội,- Công ty TNHH MTV Xây lắp điện 1 - Hà Nội,5.000.000.000,,-,5.000.000.000,,-,5000000000.0,,,5000000000.0,,
- Công ty TNHH MTV Xây lắp điện I - Miền Nam,- Công ty TNHH MTV Xây lắp điện I - Miền Nam,- Công ty TNHH MTV Xây lắp điện I - Miền Nam,25.000.000.000,,-,25.000.000.000,,-,25000000000.0,,,25000000000.0,,
- Công ty TNHH MTV Xây lắp điện 1 - Miền Bắc,- Công ty TNHH MTV Xây lắp điện 1 - Miền Bắc,- Công ty TNHH MTV Xây lắp điện 1 - Miền Bắc,10.236.009.597,,-,10.236.009.597,,-,10236009597.0,,,10236009597.0,,
- Công ty TNHH MTV Xây lắp điện 1 - Mỹ Đình,- Công ty TNHH MTV Xây lắp điện 1 - Mỹ Đình,- Công ty TNHH MTV Xây lắp điện 1 - Mỹ Đình,10.000.000.000,,-,10.000.000.000,,-,10000000000.0,,,10000000000.0,,
- Công ty TNHH MTV Xây lắp điện 1 - Từ Liêm,- Công ty TNHH MTV Xây lắp điện 1 - Từ Liêm,- Công ty TNHH MTV Xây lắp điện 1 - Từ Liêm,10.549.569.422,,-,10.549.569.422,,-,10549569422.0,,,10549569422.0,,
- Công ty TNHH MTV Xây lắp điện 1 - Hà Đông,- Công ty TNHH MTV Xây lắp điện 1 - Hà Đông,- Công ty TNHH MTV Xây lắp điện 1 - Hà Đông,5.942.874.315,,-,5.942.874.315,,-,5942874315.0,,,5942874315.0,,
- Công ty TNHH MTV Xây lắp điện 1 - Nàng Hương,- Công ty TNHH MTV Xây lắp điện 1 - Nàng Hương,- Công ty TNHH MTV Xây lắp điện 1 - Nàng Hương,725.509.851,,-,725.509.851,,-,725509851.0,,,725509851.0,,
- Công ty TNHH MTV Xây lắp điện 1 - Hoàng Mai,- Công ty TNHH MTV Xây lắp điện 1 - Hoàng Mai,- Công ty TNHH MTV Xây lắp điện 1 - Hoàng Mai,5.000.000.000,,-,5.000.000.000,,-,5000000000.0,,,5000000000.0,,
- Công ty TNHH MTV Xây lắp điện 1 - Ninh Bình,- Công ty TNHH MTV Xây lắp điện 1 - Ninh Bình,- Công ty TNHH MTV Xây lắp điện 1 - Ninh Bình,10.000.000.000,,-,10.000.000.000,,-,10000000000.0,,,10000000000.0,,
- Công ty TNHH Chế tạo Cột thép Đông Anh,- Công ty TNHH Chế tạo Cột thép Đông Anh,- Công ty TNHH Chế tạo Cột thép Đông Anh,28.832.168.426,,-,28.832.168.426,,-,28832168426.0,,,28832168426.0,,
- Công ty Cổ phần Thủy điện Trung Thu,- Công ty Cổ phần Thủy điện Trung Thu,- Công ty Cổ phần Thủy điện Trung Thu,151.200.000.000,,-,151.200.000.000,,-,151200000000.0,,,151200000000.0,,
- Công ty Cổ phần Đầu tư Địa ốc Mỹ Đình,- Công ty Cổ phần Đầu tư Địa ốc Mỹ Đình,- Công ty Cổ phần Đầu tư Địa ốc Mỹ Đình,181.850.000.000,,-,181.850.000.000,,-,181850000000.0,,,181850000000.0,,
- Công ty Cổ phần Lắp máy Công nghiệp Việt Nam,- Công ty Cổ phần Lắp máy Công nghiệp Việt Nam,- Công ty Cổ phần Lắp máy Công nghiệp Việt Nam,2.550.000.000,,-,2.550.000.000,,-,2550000000.0,,,2550000000.0,,
- Công ty Cổ phần Cơ khí Ô tô Hòa Bình,- Công ty Cổ phần Cơ khí Ô tô Hòa Bình,- Công ty Cổ phần Cơ khí Ô tô Hòa Bình,235.005.518.217,,-,234.165.518.217,,-,235005518217.0,,,234165518217.0,,
- Công ty Cổ phần Thủy điện Bảo Lâm,- Công ty Cổ phần Thủy điện Bảo Lâm,- Công ty Cổ phần Thủy điện Bảo Lâm,3.370.000.000,,-,3.370.000.000,,-,3370000000.0,,,3370000000.0,,
- Công ty Cổ phần Đầu tư Năng lượng Miền Bắc,- Công ty Cổ phần Đầu tư Năng lượng Miền Bắc,- Công ty Cổ phần Đầu tư Năng lượng Miền Bắc,141.693.000.000,,-,78.030.000.000,,-,141693000000.0,,,78030000000.0,,
- Công ty Cổ phần Thương mại đầu tư Tiến Bộ,- Công ty Cổ phần Thương mại đầu tư Tiến Bộ,- Công ty Cổ phần Thương mại đầu tư Tiến Bộ,154.145.058.545,,-,60.145.058.545,,-,154145058545.0,,,60145058545.0,,
- Công ty Cổ phần Điện gió Liên Lập,- Công ty Cổ phần Điện gió Liên Lập,- Công ty Cổ phần Điện gió Liên Lập,195.194.265.000,,-,-,-,-,195194265000.0,,,,,
Đầu tư vào Công ty liên kết,Đầu tư vào Công ty liên kết,Đầu tư vào Công ty liên kết,162.178.756.168,,(101.946.413.170),162.178.756.168,,(68.491.455.225),162178756168.0,,-101946413170.0,162178756168.0,,-68491455225.0
- Công ty Cổ phần Gang thép Cao Bằng,- Công ty Cổ phần Gang thép Cao Bằng,- Công ty Cổ phần Gang thép Cao Bằng,124.748.756.168,,(101.946.413.170),124.748.756.168,,(68.491.455.225),124748756168.0,,-101946413170.0,124748756168.0,,-68491455225.0
- Công ty Cổ phần Khoáng sản Tấn Phát,- Công ty Cổ phần Khoáng sản Tấn Phát,- Công ty Cổ phần Khoáng sản Tấn Phát,37.430.000.000,,-,37.430.000.000,,-,37430000000.0,,,37430000000.0,,
Đầu tư vào đơn vị khác,Đầu tư vào đơn vị khác,Đầu tư vào đơn vị khác,4.821.770.000,2.142.790.650,(1.652.891.065),4.821.770.000,1.597.226.400,(1.652.891.065),4821770000.0,2142790650.0,-1652891065.0,4821770000.0,1597226400.0,-1652891065.0
