row_label_raw,row_label_full,Tại ngày 31/12/2019,Từ 1 nămtrở xuốngVND > Tại ngày 31/12/2019,Trên 1 nãmdến 5 nămVND > Tại ngày 31/12/2019,Trên 5 nămVND > Tại ngày 31/12/2019,CộngVND > Tại ngày 31/12/2019,numeric__Từ 1 nămtrở xuốngVND > Tại ngày 31/12/2019,numeric__Trên 1 nãmdến 5 nămVND > Tại ngày 31/12/2019,numeric__Trên 5 nămVND > Tại ngày 31/12/2019,numeric__CộngVND > Tại ngày 31/12/2019
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,478.438.210.075,-,-,478.438.210.075,478438210075.0,,,478438210075.0
"Phải thu khách hàng, phải thu khác","Phải thu khách hàng, phải thu khác","Phải thu khách hàng, phải thu khác",1.049.694.282.409,-,-,1.049.694.282.409,1049694282409.0,,,1049694282409.0
Các khoản cho vay,Các khoản cho vay,Các khoản cho vay,187.000.000.000,-,-,187.000.000.000,187000000000.0,,,187000000000.0
,,,1.715.132.492.484,-,-,1.715.132.492.484,1715132492484.0,,,1715132492484.0
Tại ngày 01/01/2019,Tại ngày 01/01/2019,Tại ngày 01/01/2019,Tại ngày 01/01/2019,Tại ngày 01/01/2019,Tại ngày 01/01/2019,Tại ngày 01/01/2019,,,,
Tiền và các khoản tương đương tiền,Tại ngày 01/01/2019 > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,572.299.230.530,-,-,572.299.230.530,572299230530.0,,,572299230530.0
"Phải thu khách hàng, phải thu khác","Tại ngày 01/01/2019 > Phải thu khách hàng, phải thu khác","Phải thu khách hàng, phải thu khác",819.083.260.387,-,-,819.083.260.387,819083260387.0,,,819083260387.0
Các khoản cho vay,Tại ngày 01/01/2019 > Các khoản cho vay,Các khoản cho vay,90.000.000.000,-,-,90.000.000.000,90000000000.0,,,90000000000.0
,,,1.481.382.490.917,-,-,1.481.382.490.917,1481382490917.0,,,1481382490917.0
