row_label_raw,row_label_full,Mã số > 60,CHỈ TIÊU > Tiền và tương đương tiền đầu năm,Thuyết minh,Năm 2019 > VND > 572.299.230.530,Năm 2018 > VND > 415.629.835.301,numeric__CHỈ TIÊU > Tiền và tương đương tiền đầu năm,numeric__Thuyết minh,numeric__Năm 2019 > VND > 572.299.230.530,numeric__Năm 2018 > VND > 415.629.835.301
61,61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,-,770.011,,,,770011.0
70,70,70,Tiền và tương đương tiền cuối năm,3,478.438.210.075,572.299.230.530,,3.0,478438210075.0,572299230530.0
