row_label_raw,row_label_full,col_0,Năm 2019,Năm 2018,numeric__Năm 2019,numeric__Năm 2018
,,,VND,VND,,
Doanh thu hoạt động xây lắp và thiết bị ngành diện,Doanh thu hoạt động xây lắp và thiết bị ngành diện,Doanh thu hoạt động xây lắp và thiết bị ngành diện,2.533.746.798.527,1.387.422.113.315,2533746798527.0,1387422113315.0
Doanh thu hoạt động sản xuất công nghiệp,Doanh thu hoạt động sản xuất công nghiệp,Doanh thu hoạt động sản xuất công nghiệp,445.517.465.733,15.373.436.937,445517465733.0,15373436937.0
Doanh thu kinh doanh bắt động sản đầu tư,Doanh thu kinh doanh bắt động sản đầu tư,Doanh thu kinh doanh bắt động sản đầu tư,13.378.658.902,14.304.431.920,13378658902.0,14304431920.0
Doanh thu chuyển nhượng bắt động sản,Doanh thu chuyển nhượng bắt động sản,Doanh thu chuyển nhượng bắt động sản,42.599.879.765,-,42599879765.0,
Doanh thu mua bán điện,Doanh thu mua bán điện,Doanh thu mua bán điện,422.770.778.518,406.393.594.195,422770778518.0,406393594195.0
Doanh thu chuyển nhượng dự án Thủy điện Môngmath,Doanh thu chuyển nhượng dự án Thủy điện Môngmath,Doanh thu chuyển nhượng dự án Thủy điện Môngmath,-,121.163.997.898,,121163997898.0
"Doanh thu bán hàng hóa, vật tư","Doanh thu bán hàng hóa, vật tư","Doanh thu bán hàng hóa, vật tư",1.338.433.121.414,1.257.515.443.531,1338433121414.0,1257515443531.0
Doanh thu khác,Doanh thu khác,Doanh thu khác,18.974.592.572,23.587.224.918,18974592572.0,23587224918.0
,,,4.815.421.295.431,3.225.760.242.714,4815421295431.0,3225760242714.0
