row_label_raw,row_label_full,col_0,31/12/2019,01/01/2019,numeric__31/12/2019,numeric__01/01/2019
,,,VND,VND,,
a) Chi phí trả trước ngắn hạn,a) Chi phí trả trước ngắn hạn,a) Chi phí trả trước ngắn hạn,a) Chi phí trả trước ngắn hạn,a) Chi phí trả trước ngắn hạn,,
- Công cụ dụng cụ xuất dùng,a) Chi phí trả trước ngắn hạn > - Công cụ dụng cụ xuất dùng,- Công cụ dụng cụ xuất dùng,50.403.312,115.926.552,50403312.0,115926552.0
- Chi phí trả trước ngắn hạn khác,a) Chi phí trả trước ngắn hạn > - Chi phí trả trước ngắn hạn khác,- Chi phí trả trước ngắn hạn khác,156.599.242,146.028.488,156599242.0,146028488.0
,,,207.002.554,261.955.040,207002554.0,261955040.0
b) Chi phí trả trước dài hạn,b) Chi phí trả trước dài hạn,b) Chi phí trả trước dài hạn,b) Chi phí trả trước dài hạn,b) Chi phí trả trước dài hạn,,
- Công cụ dụng cụ xuất dùng,b) Chi phí trả trước dài hạn > - Công cụ dụng cụ xuất dùng,- Công cụ dụng cụ xuất dùng,926.296.368,1.726.511.814,926296368.0,1726511814.0
- Chi phí sửa chữa tài sản cố định,b) Chi phí trả trước dài hạn > - Chi phí sửa chữa tài sản cố định,- Chi phí sửa chữa tài sản cố định,1.615.997.822,2.695.324.270,1615997822.0,2695324270.0
- Chi phí giải phóng mặt bằng các Nhà máy Thủy điện (*),b) Chi phí trả trước dài hạn > - Chi phí giải phóng mặt bằng các Nhà máy Thủy điện (*),- Chi phí giải phóng mặt bằng các Nhà máy Thủy điện (*),20.841.974.761,21.192.563.077,20841974761.0,21192563077.0
- Chi phí trả trước dài hạn khác,b) Chi phí trả trước dài hạn > - Chi phí trả trước dài hạn khác,- Chi phí trả trước dài hạn khác,2.822.074.747,557.838.737,2822074747.0,557838737.0
,,,26.206.343.698,26.172.237.898,26206343698.0,26172237898.0
