row_label_raw,row_label_full,Bà,Nguyễn Thị Hải Hà,Trường ban,numeric__Nguyễn Thị Hải Hà,numeric__Trường ban
Ông,Ông,Ông,Nguyễn Anh Tuân,Thành viên,,
Ông,Ông,Ông,Nguyễn Quang Vũ,Thành viên,,
