row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2019 > VND,Năm 2018 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2019 > VND,numeric__Năm 2018 > VND
,,,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,01,01,Lợi nhuận trước thuế,,521.017.723.672,318.596.087.244,,,521017723672.0,318596087244.0
,,,Điều chỉnh cho các khoản,,,,,,,
02,02,02,- Khấu hao tài sản cố định và bất động sản đầu tư,,92.851.106.466,93.944.417.008,,,92851106466.0,93944417008.0
03,03,03,- Các khoản dự phòng,,27.258.680.327,(53.169.235.951),,,27258680327.0,-53169235951.0
04,04,04,"- Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",,-,(770.011),,,,-770011.0
05,05,05,"- Lãi, lỗ từ hoạt động đầu tư",,(267.513.404.861),(66.341.144.067),,,-267513404861.0,-66341144067.0
06,06,06,- Chi phí lãi vay,,127.112.167.384,94.388.752.959,,,127112167384.0,94388752959.0
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,500.726.272.988,387.418.107.182,,,500726272988.0,387418107182.0
09,09,09,"- Tăng, giảm các khoản phải thu (*)",,(534.760.400.092),(169.894.698.336),,,-534760400092.0,-169894698336.0
10,10,10,"- Tăng, giảm hàng tồn kho",,(109.856.113.352),81.211.572.391,,,-109856113352.0,81211572391.0
11,11,11,"- Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",,86.535.529.473,(19.578.344.866),,,86535529473.0,-19578344866.0
12,12,12,"- Tăng, giảm chi phí trả trước",,(57.257.675),960.062.184,,,-57257675.0,960062184.0
14,14,14,- Tiền lãi vay đã trả,,(128.996.020.188),(82.527.883.535),,,-128996020188.0,-82527883535.0
15,15,15,- Thuế thu nhập doanh nghiệp đã nộp,,(19.453.291.102),(31.021.954.135),,,-19453291102.0,-31021954135.0
17,17,17,- Tiền chi khác cho hoạt động kinh doanh,,(10.893.497.379),(4.984.155.251),,,-10893497379.0,-4984155251.0
20,20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,(216.754.777.327),161.582.705.635,,,-216754777327.0,161582705635.0
,,,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
21,21,21,"Tiền chi để mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",,(320.783.540.268),(224.819.351.351),,,-320783540268.0,-224819351351.0
22,22,22,"Tiền thu từ thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác",,243.454.545,2.835.623.818,,,243454545.0,2835623818.0
23,23,23,"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",,(137.000.000.000),(40.000.000.000),,,-137000000000.0,-40000000000.0
24,24,24,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",,40.000.000.000,50.000.000.000,,,40000000000.0,50000000000.0
25,25,25,Tiền chi đầu tư góp vốn vào đơn vị khác (*),,(353.697.265.000),(145.784.089.143),,,-353697265000.0,-145784089143.0
27,27,27,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,262.676.391.748,62.085.513.812,,,262676391748.0,62085513812.0
30,30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,(508.560.958.975),(295.682.302.864),,,-508560958975.0,-295682302864.0
,,,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
33,33,33,Tiền thu từ đi vay,,2.599.722.813.869,1.089.479.880.555,,,2599722813869.0,1089479880555.0
34,34,34,Tiền trả nợ gốc vay,,(1.968.268.098.022),(798.711.658.108),,,-1968268098022.0,-798711658108.0
40,40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,,631.454.715.847,290.768.222.447,,,631454715847.0,290768222447.0
50,50,50,Lưu chuyển tiền thuần trong năm,,(93.861.020.455),156.668.625.218,,,-93861020455.0,156668625218.0
