row_label_raw,row_label_full,Tại ngày 31/12/2019,Từ 1 nămtrở xuốngVND > Tại ngày 31/12/2019,Trên 1 nàmdến 5 nămVND > Tại ngày 31/12/2019,Trên 5 nămVND > Tại ngày 31/12/2019,CộngVND > Tại ngày 31/12/2019,numeric__Từ 1 nămtrở xuốngVND > Tại ngày 31/12/2019,numeric__Trên 1 nàmdến 5 nămVND > Tại ngày 31/12/2019,numeric__Trên 5 nămVND > Tại ngày 31/12/2019,numeric__CộngVND > Tại ngày 31/12/2019
Vay và nợ,Vay và nợ,Vay và nợ,902.322.559.762,273.000.000.000,811.457.407.553,1.986.779.967.315,902322559762.0,273000000000.0,811457407553.0,1986779967315.0
"Phải trả người bán, phải trảkhác","Phải trả người bán, phải trảkhác","Phải trả người bán, phải trảkhác",627.599.343.808,1.453.347.330,-,629.052.691.138,627599343808.0,1453347330.0,,629052691138.0
Chi phí phải trả,Chi phí phải trả,Chi phí phải trả,84.437.085.641,-,-,84.437.085.641,84437085641.0,,,84437085641.0
,,,1.614.358.989.211,274.453.347.330,811.457.407.553,2.700.269.744.094,1614358989211.0,274453347330.0,811457407553.0,2700269744094.0
Tại ngày 01/01/2019,Tại ngày 01/01/2019,Tại ngày 01/01/2019,Tại ngày 01/01/2019,Tại ngày 01/01/2019,Tại ngày 01/01/2019,Tại ngày 01/01/2019,,,,
Vay và nợ,Tại ngày 01/01/2019 > Vay và nợ,Vay và nợ,428.317.685.485,262.200.000.000,664.807.565.983,1.355.325.251.468,428317685485.0,262200000000.0,664807565983.0,1355325251468.0
"Phải trả người bán, phải trảkhác","Tại ngày 01/01/2019 > Phải trả người bán, phải trảkhác","Phải trả người bán, phải trảkhác",487.966.786.436,944.637.972,-,488.911.424.408,487966786436.0,944637972.0,,488911424408.0
Chi phí phải trả,Tại ngày 01/01/2019 > Chi phí phải trả,Chi phí phải trả,95.285.064.285,-,-,95.285.064.285,95285064285.0,,,95285064285.0
,,,1.011.569.536.206,263.144.637.972,664.807.565.983,1.939.521.740.161,1011569536206.0,263144637972.0,664807565983.0,1939521740161.0
