row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2019 > VND,01/01/2019 > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2019 > VND,numeric__01/01/2019 > VND
100,100,100,A. TÀI SẢN NGÂN HẠN,,2.660.783.144.842,2.065.287.409.078,,,2660783144842.0,2065287409078.0
110,110,110,I. Tiền và các khoản tương đương tiền,3,478.438.210.075,572.299.230.530,,3.0,478438210075.0,572299230530.0
111,111,111,1. Tiền,,46.438.210.075,24.299.230.530,,,46438210075.0,24299230530.0
112,112,112,2. Các khoản tương đương tiền,,432.000.000.000,548.000.000.000,,,432000000000.0,548000000000.0
120,120,120,II. Đầu tư tài chính ngắn hạn,4,150.000.000.000,90.000.000.000,,4.0,150000000000.0,90000000000.0
123,123,123,1. Đầu tư nằm giữ đến ngày đáo hạn,,150.000.000.000,90.000.000.000,,,150000000000.0,90000000000.0
130,130,130,III. Các khoản phải thu ngắn hạn,,1.663.473.922.545,1.165.894.905.987,,,1663473922545.0,1165894905987.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,5,962.018.887.474,786.686.395.766,,5.0,962018887474.0,786686395766.0
132,132,132,2. Trả trước cho người bán ngắn hạn,6,576.779.640.136,346.811.645.600,,6.0,576779640136.0,346811645600.0
135,135,135,3. Phải thu về cho vay ngắn hạn,7,37.000.000.000,-,,7.0,37000000000.0,
136,136,136,4. Phải thu ngắn hạn khác,8,90.809.426.672,35.530.896.358,,8.0,90809426672.0,35530896358.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,,(3.134.031.737),(3.134.031.737),,,-3134031737.0,-3134031737.0
140,140,140,IV. Hàng tồn kho,9,339.714.275.861,229.858.162.509,,9.0,339714275861.0,229858162509.0
141,141,141,1. Hàng tồn kho,,339.714.275.861,229.858.162.509,,,339714275861.0,229858162509.0
150,150,150,V. Tài sản ngắn hạn khác,,29.156.736.361,7.235.110.052,,,29156736361.0,7235110052.0
151,151,151,1. Chi phí trả trước ngắn hạn,14,207.002.554,261.955.040,,14.0,207002554.0,261955040.0
152,152,152,2. Thuế GTGT được khấu trừ,,28.949.733.807,6.973.155.012,,,28949733807.0,6973155012.0
200,200,200,B. TÀI SẢN DÀI HẠN,,3.492.858.782.893,2.872.112.638.117,,,3492858782893.0,2872112638117.0
220,220,220,II. Tài sản cố định,,1.688.777.830.216,1.769.510.080.058,,,1688777830216.0,1769510080058.0
221,221,221,1. Tài sản cố định hữu hình,11,1.686.956.265.237,1.768.402.010.058,,11.0,1686956265237.0,1768402010058.0
222,222,222,- Nguyên giá,,1.953.022.389.408,1.949.146.115.157,,,1953022389408.0,1949146115157.0
223,223,223,- Giá trị hao mòn lũy kế,,(266.066.124.171),(180.744.105.099),,,-266066124171.0,-180744105099.0
227,227,227,2. Tài sản cố định vô hình,12,1.821.564.979,1.108.070.000,,12.0,1821564979.0,1108070000.0
228,228,228,- Nguyên giá,,1.987.970.000,1.217.970.000,,,1987970000.0,1217970000.0
229,229,229,- Giá trị hao mòn lũy kế,,(166.405.021),(109.900.000),,,-166405021.0,-109900000.0
230,230,230,III. Bất động sản đầu tư,13,96.785.604.132,97.160.200.443,,13.0,96785604132.0,97160200443.0
231,231,231,- Nguyên giá,,125.823.873.019,120.617.951.458,,,125823873019.0,120617951458.0
232,232,232,- Giá trị hao mòn lũy kế,,(29.038.268.887),(23.457.751.015),,,-29038268887.0,-23457751015.0
240,240,240,IV. Tài sản dở dang dài hạn,,436.393.809.541,54.817.231.467,,,436393809541.0,54817231467.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,10,436.393.809.541,54.817.231.467,,10.0,436393809541.0,54817231467.0
250,250,250,V. Đầu tư tài chính dài hạn,4,1.244.695.195.306,924.452.888.251,,4.0,1244695195306.0,924452888251.0
251,251,251,1. Đầu tư vào công ty con,,1.181.293.973.373,827.596.708.373,,,1181293973373.0,827596708373.0
252,252,252,"2. Đầu tư vào công ty liên doanh, liên kết",,162.178.756.168,162.178.756.168,,,162178756168.0,162178756168.0
253,253,253,3. Đầu tư góp vốn vào đơn vị khác,,4.821.770.000,4.821.770.000,,,4821770000.0,4821770000.0
254,254,254,4. Dự phòng giảm giá đầu tư tài chính dài hạn,,(103.599.304.235),(70.144.346.290),,,-103599304235.0,-70144346290.0
260,260,260,VI. Tài sản dài hạn khác,,26.206.343.698,26.172.237.898,,,26206343698.0,26172237898.0
261,261,261,1. Chi phí trả trước dài hạn,14,26.206.343.698,26.172.237.898,,14.0,26206343698.0,26172237898.0
270,270,270,TỔNG CỘNG TÀI SẢN,,6.153.641.927.735,4.937.400.047.195,,,6153641927735.0,4937400047195.0
