row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2019 > VND,01/01/2019 > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2019 > VND,numeric__01/01/2019 > VND
300,300,300,C. NỘ PHẢI TRẢ,,2.887.269.452.800,2.134.863.760.905,,,2887269452800.0,2134863760905.0
310,310,310,I. Nợ ngắn hạn,,1.794.097.019.204,1.199.649.878.237,,,1794097019204.0,1199649878237.0
311,311,311,1. Phải trả người bán ngắn hạn,16,611.574.701.983,470.331.263.952,,16.0,611574701983.0,470331263952.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,17,68.705.266.471,99.814.857.998,,17.0,68705266471.0,99814857998.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,18,20.983.652.156,19.992.691.899,,18.0,20983652156.0,19992691899.0
314,314,314,4. Phải trả người lao động,,14.875.308.117,11.803.029.291,,,14875308117.0,11803029291.0
315,315,315,5. Chi phí phải trả ngắn hạn,19,84.437.085.641,95.285.064.285,,19.0,84437085641.0,95285064285.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,21,524.871.456,101.992.887,,21.0,524871456.0,101992887.0
319,319,319,7. Phải trả ngắn hạn khác,20,16.024.641.825,17.635.522.484,,20.0,16024641825.0,17635522484.0
320,320,320,8. Vay và nợ thuê tài chính ngắn hạn,15,902.322.559.762,428.317.685.485,,15.0,902322559762.0,428317685485.0
321,321,321,9. Dự phòng phải trả ngắn hạn,22,-,6.196.277.618,,22.0,,6196277618.0
322,322,322,10. Quỹ khen thưởng phúc lợi,,74.648.931.793,50.171.492.338,,,74648931793.0,50171492338.0
330,330,330,II. Nợ dài hạn,,1.093.172.433.596,935.213.882.668,,,1093172433596.0,935213882668.0
337,337,337,1. Phải trả dài hạn khác,20,1.453.347.330,944.637.972,,20.0,1453347330.0,944637972.0
338,338,338,2. Vay và nợ thuê tài chính dài hạn,15,1.084.457.407.553,927.007.565.983,,15.0,1084457407553.0,927007565983.0
342,342,342,3. Dự phòng phải trả dài hạn,22,7.261.678.713,7.261.678.713,,22.0,7261678713.0,7261678713.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,3.266.372.474.935,2.802.536.286.290,,,3266372474935.0,2802536286290.0
410,410,410,I. Vốn chủ sở hữu,23,3.266.372.474.935,2.802.536.286.290,,23.0,3266372474935.0,2802536286290.0
411,411,411,1. Vốn góp của chủ sở hữu,,1.593.242.660.000,1.327.702.940.000,,,1593242660000.0,1327702940000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,1.593.242.660.000,1.327.702.940.000,,,1593242660000.0,1327702940000.0
412,412,412,2. Thắng dư vốn cổ phần,,711.136.556.786,711.136.556.786,,,711136556786.0,711136556786.0
415,415,415,3. Cổ phiếu quỹ,,(4.320.000),(4.320.000),,,-4320000.0,-4320000.0
418,418,418,4. Quỹ đầu tư phát triển,,114.455.330.655,84.979.549.960,,,114455330655.0,84979549960.0
420,420,420,5. Quỹ khác thuộc vốn chủ sở hữu,,46.742.864.034,32.004.973.686,,,46742864034.0,32004973686.0
421,421,421,6. Lợi nhuận sau thuế chưa phân phối,,800.799.383.460,646.716.585.858,,,800799383460.0,646716585858.0
421a,421a,421a,- LNST chưa phân phối lũy kế đến cuối năm trước,,301.592.257.981,351.958.778.907,,,301592257981.0,351958778907.0
421b,421b,421b,- LNST chưa phân phối năm nay,,499.207.125.479,294.757.806.951,,,499207125479.0,294757806951.0
