row_label_raw,row_label_full,Ông Trịnh Văn Tuân,Chủ tịch,numeric__Chủ tịch
Ông Vũ Văn Tứ,Ông Vũ Văn Tứ,Ông Vũ Văn Tứ,Thành viên,
ÔngVõ Hồng Quang,ÔngVõ Hồng Quang,ÔngVõ Hồng Quang,Thành viên,
Ông Nguyễn Minh Đệ,Ông Nguyễn Minh Đệ,Ông Nguyễn Minh Đệ,Thành viên,
Bà Nguyễn Thị Hương,Bà Nguyễn Thị Hương,Bà Nguyễn Thị Hương,Thành viên,
