row_label_raw,row_label_full,col_0,31/12/2019 > Giá trịVND,31/12/2019 > Dự phòngVND,01/01/2019 > Giá trịVND,01/01/2019 > Dự phòngVND,numeric__31/12/2019 > Giá trịVND,numeric__31/12/2019 > Dự phòngVND,numeric__01/01/2019 > Giá trịVND,numeric__01/01/2019 > Dự phòngVND
Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,,,,
- Tổng Công ty Điện lực Miền Bắc,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Tổng Công ty Điện lực Miền Bắc,- Tổng Công ty Điện lực Miền Bắc,30.881.103.983,-,38.565.614.622,-,30881103983.0,,38565614622.0,
- Công ty Điện lực Thành phố Hà Nội,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Công ty Điện lực Thành phố Hà Nội,- Công ty Điện lực Thành phố Hà Nội,6.476.054.545,-,66.433.701.404,-,6476054545.0,,66433701404.0,
- Công ty Cổ phần Đầu tư Kinh doanh Điện lực Thành phố Hồ Chí Minh,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Công ty Cổ phần Đầu tư Kinh doanh Điện lực Thành phố Hồ Chí Minh,- Công ty Cổ phần Đầu tư Kinh doanh Điện lực Thành phố Hồ Chí Minh,42.571.438.604,-,51.725.068.436,-,42571438604.0,,51725068436.0,
- Công ty Cổ phần Đầu tư Năng lượng Miền Bắc,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Công ty Cổ phần Đầu tư Năng lượng Miền Bắc,- Công ty Cổ phần Đầu tư Năng lượng Miền Bắc,37.064.141.232,-,129.315.564.955,-,37064141232.0,,129315564955.0,
- BQLDA Phát triển Điện lực Hà Nội - Tổng Công ty Điện Lực Thành phố Hà Nội,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - BQLDA Phát triển Điện lực Hà Nội - Tổng Công ty Điện Lực Thành phố Hà Nội,- BQLDA Phát triển Điện lực Hà Nội - Tổng Công ty Điện Lực Thành phố Hà Nội,84.286.250.549,-,18.340.834.874,-,84286250549.0,,18340834874.0,
- Ban Quản lý dự án các công trình điện Miền Trung,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Ban Quản lý dự án các công trình điện Miền Trung,- Ban Quản lý dự án các công trình điện Miền Trung,208.365.741.310,-,-,-,208365741310.0,,,
- Ban Quản lý dự án các công trình điện Miền Nam,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Ban Quản lý dự án các công trình điện Miền Nam,- Ban Quản lý dự án các công trình điện Miền Nam,81.446.002.298,-,29.982.604.929,-,81446002298.0,,29982604929.0,
- Các khoản phải thu khách hàng khác,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Các khoản phải thu khách hàng khác,- Các khoản phải thu khách hàng khác,470.928.154.953,(563.843.847),452.323.006.546,(563.843.847),470928154953.0,-563843847.0,452323006546.0,-563843847.0
,,,962.018.887.474,(563.843.847),786.686.395.766,(563.843.847),962018887474.0,-563843847.0,786686395766.0,-563843847.0
