row_label_raw,row_label_full,col_0,31/12/2019 > Giá trịVND,31/12/2019 > Dự phòngVND,01/01/2019 > Giá trịVND,01/01/2019 > Dự phòngVND,numeric__31/12/2019 > Giá trịVND,numeric__31/12/2019 > Dự phòngVND,numeric__01/01/2019 > Giá trịVND,numeric__01/01/2019 > Dự phòngVND
- Công ty Máy và Thiết bịCông nghiệp - MIE,- Công ty Máy và Thiết bịCông nghiệp - MIE,- Công ty Máy và Thiết bịCông nghiệp - MIE,-,-,24.222.309.650,-,,,24222309650.0,
- Công ty TNHH Đầu tưTonkin Việt Nam,- Công ty TNHH Đầu tưTonkin Việt Nam,- Công ty TNHH Đầu tưTonkin Việt Nam,26.401.518.000,-,-,-,26401518000.0,,,
- Công ty Cổ phần Cơ khí ôtô Hòa Bình,- Công ty Cổ phần Cơ khí ôtô Hòa Bình,- Công ty Cổ phần Cơ khí ôtô Hòa Bình,15.451.480.770,-,-,-,15451480770.0,,,
- Công ty TNHH Chế tạo Cộtthép Đông Anh,- Công ty TNHH Chế tạo Cộtthép Đông Anh,- Công ty TNHH Chế tạo Cộtthép Đông Anh,181.522.347.220,-,-,-,181522347220.0,,,
- PT CG Power SystemsIndonesia,- PT CG Power SystemsIndonesia,- PT CG Power SystemsIndonesia,10.032.118.688,-,-,-,10032118688.0,,,
- Công ty Cổ phần Cáp điệnvà Hệ Thống LS-Vina,- Công ty Cổ phần Cáp điệnvà Hệ Thống LS-Vina,- Công ty Cổ phần Cáp điệnvà Hệ Thống LS-Vina,3.683.447.372,-,-,-,3683447372.0,,,
- ABB High Voltage,- ABB High Voltage,- ABB High Voltage,8.055.605.000,-,-,-,8055605000.0,,,
- Công ty Cổ phần Thươngmại và Xây lắp Côngnghiệp Thăng Long,- Công ty Cổ phần Thươngmại và Xây lắp Côngnghiệp Thăng Long,- Công ty Cổ phần Thươngmại và Xây lắp Côngnghiệp Thăng Long,9.049.254.943,-,8.597.909.019,-,9049254943.0,,8597909019.0,
- Các khoản trả trước chongười bán khác,- Các khoản trả trước chongười bán khác,- Các khoản trả trước chongười bán khác,322.583.868.143,-,313.991.426.931,-,322583868143.0,,313991426931.0,
,,,576.779.640.136,-,346.811.645.600,-,576779640136.0,,346811645600.0,
