row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2015,01/01/2015,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2015,numeric__01/01/2015
1,1,1,2,3,4,5,2.0,3.0,4.0,5.0
A - TÀI SẢN NGĂN HẠN,A - TÀI SẢN NGĂN HẠN,A - TÀI SẢN NGĂN HẠN,100,,1.703.846.776.767,1.223.578.810.095,100.0,,1703846776767.0,1223578810095.0
I Tiền và các khoản tương đương tiền,I Tiền và các khoản tương đương tiền,I Tiền và các khoản tương đương tiền,110,5,1.043.069.462.202,506.580.539.574,110.0,5.0,1043069462202.0,506580539574.0
1. Tiền,1. Tiền,1. Tiền,111,,67.411.912.269,385.721.652.440,111.0,,67411912269.0,385721652440.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,975.657.549.933,120.858.887.134,112.0,,975657549933.0,120858887134.0
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,6,-,448.550.000.000,120.0,6.0,,448550000000.0
1. Đầu tư nắm giữ đến ngày đáo hạn,1. Đầu tư nắm giữ đến ngày đáo hạn,1. Đầu tư nắm giữ đến ngày đáo hạn,123,,-,448.550.000.000,123.0,,,448550000000.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,189.082.802.889,53.901.836.218,130.0,,189082802889.0,53901836218.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,,19.629.420.092,7.754.563.636,131.0,,19629420092.0,7754563636.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,7,159.789.484.589,33.913.342.793,132.0,7.0,159789484589.0,33913342793.0
3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,136,,9.663.898.208,12.233.929.789,136.0,,9663898208.0,12233929789.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,8,468.483.639.941,214.531.655.159,140.0,8.0,468483639941.0,214531655159.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,469.800.103.758,215.338.946.768,141.0,,469800103758.0,215338946768.0
2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,149,,(1.316.463.817),(807.291.609),149.0,,-1316463817.0,-807291609.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,3.210.871.735,14.779.144,150.0,,3210871735.0,14779144.0
1. Thuế GTGT được khấu trừ,1. Thuế GTGT được khấu trừ,1. Thuế GTGT được khấu trừ,152,,3.210.871.735,-,152.0,,3210871735.0,
2. Thuế và các khoản khác phải thu Nhà nước,2. Thuế và các khoản khác phải thu Nhà nước,2. Thuế và các khoản khác phải thu Nhà nước,153,,-,14.779.144,153.0,,,14779144.0
B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,200,,1.061.001.447.514,217.666.987.411,200.0,,1061001447514.0,217666987411.0
I. Tài sản cố định,I. Tài sản cố định,I. Tài sản cố định,220,,7.055.162.263,5.309.560.766,220.0,,7055162263.0,5309560766.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,9,7.055.162.263,5.309.560.766,221.0,9.0,7055162263.0,5309560766.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,8.101.880.800,5.945.191.345,222.0,,8101880800.0,5945191345.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(1.046.718.537),(635.630.579),223.0,,-1046718537.0,-635630579.0
II. Đầu tư tài chính dài hạn,II. Đầu tư tài chính dài hạn,II. Đầu tư tài chính dài hạn,250,,1.053.888.652.384,212.325.347.386,250.0,,1053888652384.0,212325347386.0
1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,251,10,478.950.000.000,-,251.0,10.0,478950000000.0,
"2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết",252,6,578.322.400.000,180.000.000.000,252.0,6.0,578322400000.0,180000000000.0
3. Đầu tư tài chính dài hạn khác,3. Đầu tư tài chính dài hạn khác,3. Đầu tư tài chính dài hạn khác,253,,-,33.427.347.386,253.0,,,33427347386.0
4. Dự phòng đầu tư tài chính dài hạn,4. Dự phòng đầu tư tài chính dài hạn,4. Dự phòng đầu tư tài chính dài hạn,254,6,(3.383.747.616),(1.102.000.000),254.0,6.0,-3383747616.0,-1102000000.0
III. Tài sản dài hạn khác,III. Tài sản dài hạn khác,III. Tài sản dài hạn khác,260,,57.632.867,32.079.259,260.0,,57632867.0,32079259.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,,57.632.867,32.079.259,261.0,,57632867.0,32079259.0
TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),270,,2.764.848.224.281,1.441.245.797.506,270.0,,2764848224281.0,1441245797506.0
