row_label_raw,row_label_full,col_0,31/12/2015 > Giá gốc VND,31/12/2015 > Dự phòng VND,31/12/2015 > Giá trị hợp lý VND,01/01/2015 > Giá gốc VND,01/01/2015 > Dự phòng VND,01/01/2015 > Giá trị hợp lý VND,numeric__31/12/2015 > Giá gốc VND,numeric__31/12/2015 > Dự phòng VND,numeric__31/12/2015 > Giá trị hợp lý VND,numeric__01/01/2015 > Giá gốc VND,numeric__01/01/2015 > Dự phòng VND,numeric__01/01/2015 > Giá trị hợp lý VND
Đầu tư vào công ty con (1),Đầu tư vào công ty con (1),Đầu tư vào công ty con (1),478.950.000.000,-,478.950.000.000,-,-,-,478950000000.0,,478950000000.0,,,
"Đầu tư vào công ty liên doanh, liên kết (2)","Đầu tư vào công ty liên doanh, liên kết (2)","Đầu tư vào công ty liên doanh, liên kết (2)",578.322.400.000,3.383.747.616,574.938.652.384,180.000.000.000,1.102.000.000,178.898.000.000,578322400000.0,3383747616.0,574938652384.0,180000000000.0,1102000000.0,178898000000.0
Đầu tư vào đơn vị khác (3),Đầu tư vào đơn vị khác (3),Đầu tư vào đơn vị khác (3),-,-,-,33.427.347.386,-,33.427.347.386,,,,33427347386.0,,33427347386.0
Cộng,Cộng,Cộng,1.057.272.400.000,3.383.747.616,1.053.888.652.384,213.427.347.386,1.102.000.000,212.325.347.386,1057272400000.0,3383747616.0,1053888652384.0,213427347386.0,1102000000.0,212325347386.0
