row_label_raw,row_label_full,col_0,Tài sản,Tài sản_1,Công nợ,Công nợ_1,numeric__Tài sản,numeric__Tài sản_1,numeric__Công nợ,numeric__Công nợ_1
,,,31/12/2015,01/01/2015,31/12/2015,01/01/2015,,,,
Đô la Mỹ (USD),Đô la Mỹ (USD),Đô la Mỹ (USD),"6.663.544,07","686,06",-,"27.686.353,00",6663544.07,686.06,,27686353.0
Tương đương VND,Tương đương VND,Tương đương VND,150.020.367.051,14.543.747,-,591.823.481.728,150020367051.0,14543747.0,,591823481728.0
