row_label_raw,row_label_full,col_0,Miền Bắc > Năm nay,Miền Bắc > Năm trước,Miền Trung > Năm nay,Miền Trung > Năm trước,Miền Nam > Năm nay,Miền Nam > Năm trước,Điều chỉnh > Năm nay,Điều chỉnh > Năm trước,Cộng > Năm nay,Cộng > Năm trước,numeric__Miền Bắc > Năm nay,numeric__Miền Bắc > Năm trước,numeric__Miền Trung > Năm nay,numeric__Miền Trung > Năm trước,numeric__Miền Nam > Năm nay,numeric__Miền Nam > Năm trước,numeric__Điều chỉnh > Năm nay,numeric__Điều chỉnh > Năm trước,numeric__Cộng > Năm nay,numeric__Cộng > Năm trước
I. Thu nhập,I. Thu nhập,I. Thu nhập,628.603,448.883,787.415,699.047,5.444.112,4.027.290,(859.907),(823.986),6.000.223,4.351.234,628603.0,448883.0,787415.0,699047.0,5444112.0,4027290.0,-859907.0,-823986.0,6000223.0,4351234.0
1. Thu nhập lãi,1. Thu nhập lãi,1. Thu nhập lãi,587.949,441.507,741.766,682.661,4.979.331,3.632.429,(859.907),(823.986),5.449.139,3.932.611,587949.0,441507.0,741766.0,682661.0,4979331.0,3632429.0,-859907.0,-823986.0,5449139.0,3932611.0
Thu nhập lãi khách hàngbên ngoài,Thu nhập lãi khách hàngbên ngoài,Thu nhập lãi khách hàngbên ngoài,344.656,158.732,597.184,624.563,4.507.299,3.149.316,-,-,5.449.139,3.932.611,344656.0,158732.0,597184.0,624563.0,4507299.0,3149316.0,,,5449139.0,3932611.0
Thu nhập lãi nội bộ,Thu nhập lãi nội bộ,Thu nhập lãi nội bộ,243.293,282.775,144.582,58.098,472.032,483.113,(859.907),(823.986),-,-,243293.0,282775.0,144582.0,58098.0,472032.0,483113.0,-859907.0,-823986.0,,
2. Thu nhập từ hoạt động dịchvụ,2. Thu nhập từ hoạt động dịchvụ,2. Thu nhập từ hoạt động dịchvụ,37.897,3.810,44.372,12.765,190.904,86.878,-,-,273.173,103.453,37897.0,3810.0,44372.0,12765.0,190904.0,86878.0,,,273173.0,103453.0
3. Thu nhập từ hoạt động kinhdoanh khác,3. Thu nhập từ hoạt động kinhdoanh khác,3. Thu nhập từ hoạt động kinhdoanh khác,2.757,3.566,1.277,3.621,273.877,307.983,-,-,277.911,315.170,2757.0,3566.0,1277.0,3621.0,273877.0,307983.0,,,277911.0,315170.0
II. Chi phí,II. Chi phí,II. Chi phí,453.766,402.017,689.945,602.605,4.624.767,4.014.798,(859.907),(823.986),4.908.571,4.195.434,453766.0,402017.0,689945.0,602605.0,4624767.0,4014798.0,-859907.0,-823986.0,4908571.0,4195434.0
1. Chi phí lãi,1. Chi phí lãi,1. Chi phí lãi,376.135,346.419,525.417,452.933,3.476.534,3.004.816,(859.907),(823.986),3.518.179,2.980.182,376135.0,346419.0,525417.0,452933.0,3476534.0,3004816.0,-859907.0,-823986.0,3518179.0,2980182.0
Chi phí lãi từ khách hàngbên ngoài,Chi phí lãi từ khách hàngbên ngoài,Chi phí lãi từ khách hàngbên ngoài,356.457,327.656,479.949,410.273,2.681.773,2.242.253,-,-,3.518.179,2.980.182,356457.0,327656.0,479949.0,410273.0,2681773.0,2242253.0,,,3518179.0,2980182.0
Chi phí lãi từ nội bộ,Chi phí lãi từ nội bộ,Chi phí lãi từ nội bộ,19.678,18.763,45.468,42.660,794.761,762.563,(859.907),(823.986),-,-,19678.0,18763.0,45468.0,42660.0,794761.0,762563.0,-859907.0,-823986.0,,
2. Chi phí khấu hao TSCD,2. Chi phí khấu hao TSCD,2. Chi phí khấu hao TSCD,983,1.024,8.155,7.978,58.334,59.415,-,-,67.472,68.417,983.0,1024.0,8155.0,7978.0,58334.0,59415.0,,,67472.0,68417.0
3. Chi phí liên quan trực tiếpđến hoạt động kinh doanh,3. Chi phí liên quan trực tiếpđến hoạt động kinh doanh,3. Chi phí liên quan trực tiếpđến hoạt động kinh doanh,76.648,54.574,156.373,141.694,1.089.899,950.567,-,-,1.322.920,1.146.835,76648.0,54574.0,156373.0,141694.0,1089899.0,950567.0,,,1322920.0,1146835.0
Kết quả kinh doanh trướcchi phí dự phòng rủi ro,Kết quả kinh doanh trướcchi phí dự phòng rủi ro,Kết quả kinh doanh trướcchi phí dự phòng rủi ro,174.837,46.866,97.470,96.442,819.345,12.492,-,-,1.091.652,155.800,174837.0,46866.0,97470.0,96442.0,819345.0,12492.0,,,1091652.0,155800.0
Chi phí dự phòng rủi ro,Chi phí dự phòng rủi ro,Chi phí dự phòng rủi ro,27.375,186,7.271,662,47.001,(3.258),-,-,81.647,(2.410),27375.0,186.0,7271.0,662.0,47001.0,-3258.0,,,81647.0,-2410.0
Kết quả kinh doanh bộ phận,Kết quả kinh doanh bộ phận,Kết quả kinh doanh bộ phận,147.462,46.680,90.199,95.780,772.344,15.750,-,-,1.010.005,158.210,147462.0,46680.0,90199.0,95780.0,772344.0,15750.0,,,1010005.0,158210.0
