row_label_raw,row_label_full,col_0,Số đầu năm > Phải nộp,Số đầu năm > Số phải nộp,Số phát sinh trong năm > Số đã nộp,Số phát sinh trong năm > Phải nộp,Số cuối năm,numeric__Số đầu năm > Phải nộp,numeric__Số đầu năm > Số phải nộp,numeric__Số phát sinh trong năm > Số đã nộp,numeric__Số phát sinh trong năm > Phải nộp,numeric__Số cuối năm
Thuế GTGT,Thuế GTGT,Thuế GTGT,2.413,27.909,(26.548),3.774,,2413.0,27909.0,-26548.0,3774.0,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,7.007,241.038,(178.957),69.088,,7007.0,241038.0,-178957.0,69088.0,
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,3.088,40.504,(40.275),3.317,,3088.0,40504.0,-40275.0,3317.0,
Cộng,Cộng,Cộng,12.508,309.451,(245.780),76.179,,12508.0,309451.0,-245780.0,76179.0,
