row_label_raw,row_label_full,Số đầu năm,Năm nay > 1.096,Năm trước > 12.037,numeric__Năm nay > 1.096,numeric__Năm trước > 12.037
Tăng do trích lập từ lợi nhuận,Tăng do trích lập từ lợi nhuận,Tăng do trích lập từ lợi nhuận,9.028,-,9028.0,
Chi quỹ,Chi quỹ,Chi quỹ,-,(10.941),,-10941.0
Số cuối năm,Số cuối năm,Số cuối năm,10.124,1.096,10124.0,1096.0
