row_label_raw,row_label_full,col_0,Vốn điều lệ,Cổ phiếu quỹ,Các quỹ của TCTD,Lợi nhuận chưa phân phối,Cộng,numeric__Vốn điều lệ,numeric__Cổ phiếu quỹ,numeric__Các quỹ của TCTD,numeric__Lợi nhuận chưa phân phối,numeric__Cộng
Số dư đầu năm trước,Số dư đầu năm trước,Số dư đầu năm trước,3.236.958,(34.200),261.423,327.673,3.791.854,3236958.0,-34200.0,261423.0,327673.0,3791854.0
Lợi nhuận trong năm trước,Lợi nhuận trong năm trước,Lợi nhuận trong năm trước,-,-,-,126.318,126.318,,,,126318.0,126318.0
Trích các quỹ dự trữ bắt buộc trong năm trước từ lợi nhuận sau thuế năm 2019,Trích các quỹ dự trữ bắt buộc trong năm trước từ lợi nhuận sau thuế năm 2019,Trích các quỹ dự trữ bắt buộc trong năm trước từ lợi nhuận sau thuế năm 2019,-,-,10.150,(10.150),-,,,10150.0,-10150.0,
Số dư cuối năm trước,Số dư cuối năm trước,Số dư cuối năm trước,3.236.958,(34.200),271.573,443.841,3.918.172,3236958.0,-34200.0,271573.0,443841.0,3918172.0
Số dư đầu năm nay,Số dư đầu năm nay,Số dư đầu năm nay,3.236.958,(34.200),271.573,443.841,3.918.172,3236958.0,-34200.0,271573.0,443841.0,3918172.0
Lợi nhuận trong năm nay,Lợi nhuận trong năm nay,Lợi nhuận trong năm nay,-,-,-,770.273,770.273,,,,770273.0,770273.0
Trích các quỹ dự trữ bắt buộc trong năm nay từ lợi nhuận sau thuế năm 2020,Trích các quỹ dự trữ bắt buộc trong năm nay từ lợi nhuận sau thuế năm 2020,Trích các quỹ dự trữ bắt buộc trong năm nay từ lợi nhuận sau thuế năm 2020,-,-,18.948,(18.948),-,,,18948.0,-18948.0,
Tăng vốn từ chia cổ tức bằng cổ phiếu,Tăng vốn từ chia cổ tức bằng cổ phiếu,Tăng vốn từ chia cổ tức bằng cổ phiếu,415.861,-,-,(415.861),-,415861.0,,,-415861.0,
Trích lập quỹ khen thưởng và phúc lợi,Trích lập quỹ khen thưởng và phúc lợi,Trích lập quỹ khen thưởng và phúc lợi,-,-,-,(9.028),(9.028),,,,-9028.0,-9028.0
Số dư cuối năm nay,Số dư cuối năm nay,Số dư cuối năm nay,3.652.819,(34.200),290.521,770.277,4.679.417,3652819.0,-34200.0,290521.0,770277.0,4679417.0
