row_label_raw,row_label_full,Chứng khoán nợ,Chứng khoán nợ_1,Chứng khoán nợ_2,numeric__Chứng khoán nợ_1,numeric__Chứng khoán nợ_2
Trái phiếu Chính phủ (i),Trái phiếu Chính phủ (i),Trái phiếu Chính phủ (i),5.152.133,3.281.781,5152133.0,3281781.0
Chứng khoán nợ do các TCTD trong nước phát hành,Chứng khoán nợ do các TCTD trong nước phát hành,Chứng khoán nợ do các TCTD trong nước phát hành,300.000,100.000,300000.0,100000.0
Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,5.452.133,3.381.781,5452133.0,3381781.0
Cộng chứng khoán đầu tư,Cộng chứng khoán đầu tư,Cộng chứng khoán đầu tư,7.087.660,3.381.781,7087660.0,3381781.0
