row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2020 VND,2019 VND,numeric__Mã số,numeric__Thuyết minh,numeric__2020 VND,numeric__2019 VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
Lợi nhuận kế toán trước thuế,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,01,,1.504.375.201.358,1.242.210.612.760,1.0,,1504375201358.0,1242210612760.0
Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,,,,,,,,
Khấu hao và phân bổ,Điều chỉnh cho các khoản > Khấu hao và phân bổ,Khấu hao và phân bổ,02,,1.777.873.635.148,1.788.061.319.146,2.0,,1777873635148.0,1788061319146.0
Các khoản dự phòng,Điều chỉnh cho các khoản > Các khoản dự phòng,Các khoản dự phòng,03,,(115.907.000),46.107.896,3.0,,-115907000.0,46107896.0
Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc,Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc,Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc,,,,,,,,
ngoại tệ,Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc > ngoại tệ,ngoại tệ,04,,12.284.480.479,6.914.301.012,4.0,,12284480479.0,6914301012.0
Lãi từ hoạt động đầu tư,Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc > Lãi từ hoạt động đầu tư,Lãi từ hoạt động đầu tư,05,,(40.664.672.246),(32.191.309.299),5.0,,-40664672246.0,-32191309299.0
Chi phí lãi vay,Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc > Chi phí lãi vay,Chi phí lãi vay,06,,268.329.161.705,383.050.098.856,6.0,,268329161705.0,383050098856.0
Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc > Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,08,,3.522.081.899.444,3.388.091.130.371,8.0,,3522081899444.0,3388091130371.0
Biến động các khoản phải thu,Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc > Biến động các khoản phải thu,Biến động các khoản phải thu,09,,(1.700.352.354.772),(2.436.079.227.234),9.0,,-1700352354772.0,-2436079227234.0
