row_label_raw,row_label_full,col_0,Vay ngắn hạn VND,Vay dài hạn đến hạn trả VND,Tổng VND,numeric__Vay ngắn hạn VND,numeric__Vay dài hạn đến hạn trả VND,numeric__Tổng VND
Giá trị ghi sổ và số có khả năng trả nợ tại ngày 1/1/2020,Giá trị ghi sổ và số có khả năng trả nợ tại ngày 1/1/2020,Giá trị ghi sổ và số có khả năng trả nợ tại ngày 1/1/2020,-,1.870.333.587.131,1.870.333.587.131,,1870333587131.0,1870333587131.0
Biến động trong năm:,Biến động trong năm:,Biến động trong năm:,Biến động trong năm:,Biến động trong năm:,Biến động trong năm:,,,
Tăng:,Biến động trong năm: > Tăng:,Tăng:,278.050.282.048,1.440.287.631.269,1.718.337.913.317,278050282048.0,1440287631269.0,1718337913317.0
- Giải ngân mới,Biến động trong năm: > - Giải ngân mới,- Giải ngân mới,278.050.282.048,-,278.050.282.048,278050282048.0,,278050282048.0
- Chuyên từ vay dài hạn đến hạn trả,Biến động trong năm: > - Chuyên từ vay dài hạn đến hạn trả,- Chuyên từ vay dài hạn đến hạn trả,-,1.430.274.460.265,1.430.274.460.265,,1430274460265.0,1430274460265.0
- Chênh lệch tỷ giá hối đoái,Biến động trong năm: > - Chênh lệch tỷ giá hối đoái,- Chênh lệch tỷ giá hối đoái,-,10.013.171.004,10.013.171.004,,10013171004.0,10013171004.0
Giảm:,Biến động trong năm: > Giảm:,Giảm:,(278.050.282.048),(1.870.333.587.131),(2.148.383.869.179),-278050282048.0,-1870333587131.0,-2148383869179.0
Thanh toán các khoản nợ gốc vay,Biến động trong năm: > Thanh toán các khoản nợ gốc vay,Thanh toán các khoản nợ gốc vay,(278.050.282.048),(1.870.333.587.131),(2.148.383.869.179),-278050282048.0,-1870333587131.0,-2148383869179.0
Giá trị ghi sổ và số có khả năng trả nợ tại ngày 31/12/2020,Biến động trong năm: > Giá trị ghi sổ và số có khả năng trả nợ tại ngày 31/12/2020,Giá trị ghi sổ và số có khả năng trả nợ tại ngày 31/12/2020,-,1.440.287.631.269,1.440.287.631.269,,1440287631269.0,1440287631269.0
