row_label_raw,row_label_full,col_0,31/12/2020Giá gốcVND,1/1/2020Giá gốcVND,numeric__31/12/2020Giá gốcVND,numeric__1/1/2020Giá gốcVND
Nguyên vật liệu,Nguyên vật liệu,Nguyên vật liệu,730.710.788.451,581.419.190.259,730710788451.0,581419190259.0
Công cụ và dụng cụ,Công cụ và dụng cụ,Công cụ và dụng cụ,14.248.707.308,16.408.006.251,14248707308.0,16408006251.0
Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,464.063.186,-,464063186.0,
,,,745.423.558.945,597.827.196.510,745423558945.0,597827196510.0
