row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,2.315.714.533.597,2.035.740.800.438,,,2315714533597.0,2035740800438.0
310,310,310,I. Nợ ngắn hạn,,1.281.062.762.311,2.033.613.906.938,,,1281062762311.0,2033613906938.0
311,311,311,1. Phải trả người bán ngắn hạn,17.1,180.731.482.237,164.697.168.260,,171.0,180731482237.0,164697168260.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,17.2,320.390.293.856,1.123.214.930.360,,172.0,320390293856.0,1123214930360.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,18,23.895.700.745,22.244.167.486,,18.0,23895700745.0,22244167486.0
314,314,314,4. Phải trả người lao động,,18.505.865.705,23.046.548.926,,,18505865705.0,23046548926.0
315,315,315,5. Chi phí phải trả ngắn hạn,19,334.007.548.561,282.565.580.374,,19.0,334007548561.0,282565580374.0
319,319,319,6. Phải trả ngắn hạn khác,20,384.766.021.498,399.046.461.823,,20.0,384766021498.0,399046461823.0
320,320,320,7. Vay ngắn hạn,21,16.900.000.000,16.900.000.000,,21.0,16900000000.0,16900000000.0
322,322,322,"8. Quỹ khen thưởng, phúc lợi",,1.865.849.709,1.899.049.709,,,1865849709.0,1899049709.0
330,330,330,II. Nợ dài hạn,,1.034.651.771.286,2.126.893.500,,,1034651771286.0,2126893500.0
332,332,332,1. Người mua trả tiền trước dài hạn,17.2,1.032.336.527.786,-,,172.0,1032336527786.0,
337,337,337,2. Phải trả dài hạn khác,,1.195.000.000,640.000.000,,,1195000000.0,640000000.0
342,342,342,3. Dự phòng phải trả dài hạn,,1.120.243.500,1.486.893.500,,,1120243500.0,1486893500.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,560.267.912.790,575.803.426.136,,,560267912790.0,575803426136.0
410,410,410,I. Vốn chủ sở hữu,22.1,560.267.912.790,575.803.426.136,,221.0,560267912790.0,575803426136.0
411,411,411,1. Vốn cổ phần,,4.111.983.020.000,4.111.983.020.000,,,4111983020000.0,4111983020000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,3.935.483.020.000,3.111.983.020.000,,,3935483020000.0,3111983020000.0
411b,411b,411b,- Cổ phiếu ưu đãi,,176.500.000.000,1.000.000.000.000,,,176500000000.0,1000000000000.0
412,412,412,2. Thặng dư vốn cổ phần,,(517.711.506.620),(517.711.506.620),,,-517711506620.0,-517711506620.0
415,415,415,3. Cổ phiếu quỹ,,(552.965.000),(552.965.000),,,-552965000.0,-552965000.0
418,418,418,4. Quỹ đầu tư phát triển,,16.176.475.297,16.176.475.297,,,16176475297.0,16176475297.0
421,421,421,5. Lỗ lũy kế,,(3.049.627.110.887),(3.034.091.597.541),,,-3049627110887.0,-3034091597541.0
421a,421a,421a,- Lỗ lũy kế đến cuối năm trước,,(3.055.271.597.541),(3.049.629.080.115),,,-3055271597541.0,-3049629080115.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,5.644.486.654,15.537.482.574,,,5644486654.0,15537482574.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,2.875.982.446.387,2.611.544.226.574,,,2875982446387.0,2611544226574.0
