row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Lãi vay và lãi đặt cọc (*),Lãi vay và lãi đặt cọc (*),Lãi vay và lãi đặt cọc (*),216.509.217.266,185.259.367.859,216509217266.0,185259367859.0
Bồi thường quyền phát triển rừng do không cung cấp đủ diện tích rừng trồng như đã cam kết (**),Bồi thường quyền phát triển rừng do không cung cấp đủ diện tích rừng trồng như đã cam kết (**),Bồi thường quyền phát triển rừng do không cung cấp đủ diện tích rừng trồng như đã cam kết (**),47.370.000.000,46.130.000.000,47370000000.0,46130000000.0
Chi phí xây dựng,Chi phí xây dựng,Chi phí xây dựng,27.261.977.166,17.995.262.827,27261977166.0,17995262827.0
Cổ tức cổ phiếu ưu đãi (TM số 22),Cổ tức cổ phiếu ưu đãi (TM số 22),Cổ tức cổ phiếu ưu đãi (TM số 22),21.180.000.000,-,21180000000.0,
Chi phí lương và thường,Chi phí lương và thường,Chi phí lương và thường,-,9.828.014.000,,9828014000.0
Chi phí thuê,Chi phí thuê,Chi phí thuê,-,15.694.329.184,,15694329184.0
Khác,Khác,Khác,21.686.354.129,7.658.606.504,21686354129.0,7658606504.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,334.007.548.561,282.565.580.374,334007548561.0,282565580374.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả các bên khác,Trong đó: > Phải trả các bên khác,Phải trả các bên khác,283.678.208.280,233.010.007.764,283678208280.0,233010007764.0
Phải trả bên liên quan (TM số 30),Trong đó: > Phải trả bên liên quan (TM số 30),Phải trả bên liên quan (TM số 30),50.329.340.281,49.555.572.610,50329340281.0,49555572610.0
