row_label_raw,row_label_full,Ông Mai Hữu Tín,Chủ tịch,col_2,numeric__Chủ tịch,numeric__col_2
Ông Vũ Xuân Dương,Ông Vũ Xuân Dương,Ông Vũ Xuân Dương,Phó Chủ tịch,,,
Ông Nguyễn Trọng Hiếu,Ông Nguyễn Trọng Hiếu,Ông Nguyễn Trọng Hiếu,Thành viên,,,
Ông Võ Quốc Lợi,Ông Võ Quốc Lợi,Ông Võ Quốc Lợi,Thành viên,,,
Bà Nguyễn Thị Minh Hằng,Bà Nguyễn Thị Minh Hằng,Bà Nguyễn Thị Minh Hằng,Thành viên,bổ nhiệm ngày 27 tháng 4 năm 2022,,
Ông Dương Quốc Nam,Ông Dương Quốc Nam,Ông Dương Quốc Nam,Thành viên độc lập,từ nhiệm ngày 1 tháng 3 năm 2022,,
Bà Trần Thị Hương,Bà Trần Thị Hương,Bà Trần Thị Hương,Thành viên độc lập,bổ nhiệm ngày 27 tháng 4 năm 2022,,
