row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I. LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Tổng lợi nhuận kế toán trước thuế Điều chính cho các khoản:,,7.484.265.680,15.537.482.574,,,7484265680.0,15537482574.0
02,02,02,Khấu hao và hao mòn,"12, 13",26.658.272.166,23.461.334.637,,,26658272166.0,23461334637.0
03,03,03,Hoàn nhập các khoản dự phòng,,(82.136.316.424),(223.850.428.090),,,-82136316424.0,-223850428090.0
04,04,04,Lỗ chênh lệch tỷ giá hối đoái,,925.271.714,716.065.356,,,925271714.0,716065356.0
05,05,05,Lãi từ hoạt động đầu tư,,(9.271.343.892),(14.450.507.020),,,-9271343892.0,-14450507020.0
06,06,06,Chi phí lãi vay,25,58.464.249.302,48.010.877.541,,25.0,58464249302.0,48010877541.0
08,08,08,Lợi nhuận (lỗ) từ hoạt động kinh doanh trước thay đối vốn lưu động,,2.124.398.546,(150.575.175.002),,,2124398546.0,-150575175002.0
09,09,09,Tăng các khoản phải thu,,(264.776.633.951),(238.799.608.995),,,-264776633951.0,-238799608995.0
10,10,10,Giảm hàng tồn kho,,249.458.905.524,77.291.310.121,,,249458905524.0,77291310121.0
11,11,11,Tăng các khoản phải trả,,245.136.274.119,73.693.999.146,,,245136274119.0,73693999146.0
12,12,12,Tăng chi phí trả trước,,(26.300.903.827),(3.615.095.698),,,-26300903827.0,-3615095698.0
14,14,14,Tiền lãi vay đã trả,,(3.537.614.671),-,,,-3537614671.0,
15,15,15,Thuế thu nhập doanh nghiệp đã nộp,,-,(300.000.000),,,,-300000000.0
20,20,20,Lưu chuyển tiền thuần từ (sử dụng vào) hoạt động kinh doanh,,202.104.425.740,(242.304.570.428),,,202104425740.0,-242304570428.0
,,,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
21,21,21,"Tiền chỉ để mua sắm, xây dựng tài sản cố định (""TSCĐ"")",,(69.378.043.770),(49.926.992.611),,,-69378043770.0,-49926992611.0
22,22,22,Tiền thu từ thanh lý TSCĐ,,3.561.560.000,40.881.666.480,,,3561560000.0,40881666480.0
23,23,23,Tiền chi cho vay và gửi ngân hàng có kỳ hạn,,(70.491.736.800),(34.027.940.768),,,-70491736800.0,-34027940768.0
24,24,24,Thu hồi tiền gửi ngân hàng có kỳ hạn và tiền cho vay,,117.617.800.571,8.716.003.082,,,117617800571.0,8716003082.0
25,25,25,Tiền chỉ đầu tư góp vốn vào đơn vị khác,,(288.728.883.370),(61.000.000.000),,,-288728883370.0,-61000000000.0
26,26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,-,1.500.000.000,,,,1500000000.0
27,27,27,Tiền thu lãi tiền gửi và cho vay,,6.326.289.211,2.924.303.753,,,6326289211.0,2924303753.0
30,30,30,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,,(301.093.014.158),(90.932.960.064),,,-301093014158.0,-90932960064.0
