row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Doanh thu,Doanh thu,Doanh thu,1.474.075.781.988,1.084.617.733.063,1474075781988.0,1084617733063.0
"Doanh thu bán nguyên liệu, thành phẩm và hàng hóa","Doanh thu bán nguyên liệu, thành phẩm và hàng hóa","Doanh thu bán nguyên liệu, thành phẩm và hàng hóa",1.065.885.617.716,884.703.092.717,1065885617716.0,884703092717.0
"Doanh thu hợp đồng thi công, lắp đặt","Doanh thu hợp đồng thi công, lắp đặt","Doanh thu hợp đồng thi công, lắp đặt",337.377.629.618,169.090.432.057,337377629618.0,169090432057.0
Khác,Khác,Khác,70.812.534.654,30.824.208.289,70812534654.0,30824208289.0
Trừ,Trừ,Trừ,(2.353.360.891),(539.038.245),-2353360891.0,-539038245.0
Hàng bán bị trả lại,Hàng bán bị trả lại,Hàng bán bị trả lại,(549.113.800),(539.038.245),-549113800.0,-539038245.0
Giảm giá hàng bán,Giảm giá hàng bán,Giảm giá hàng bán,(1.804.247.091),-,-1804247091.0,
DOANH THU THUẦN,DOANH THU THUẦN,DOANH THU THUẦN,1.471.722.421.097,1.084.078.694.818,1471722421097.0,1084078694818.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
"Doanh thu bán nguyên liệu, thành phẩm và hàng hóa","Trong đó: > Doanh thu bán nguyên liệu, thành phẩm và hàng hóa","Doanh thu bán nguyên liệu, thành phẩm và hàng hóa",1.063.532.256.825,884.164.054.472,1063532256825.0,884164054472.0
"Doanh thu hợp đồng thi công, lắp đặt","Trong đó: > Doanh thu hợp đồng thi công, lắp đặt","Doanh thu hợp đồng thi công, lắp đặt",337.377.629.618,169.090.432.057,337377629618.0,169090432057.0
Khác,Trong đó: > Khác,Khác,70.812.534.654,30.824.208.289,70812534654.0,30824208289.0
