row_label_raw,row_label_full,Số đầu năm > Công: Dự phòng trích lập trong năm > Trừ: Xóa số/hoản nhập dự phòng trong năm > Số cuối năm > Quá hạn thanh toán từ 6 tháng đến dưới 1 năm > Quá hạn thanh toán từ 1 năm đến dưới 2 năm > Quá hạn thanh toán từ 2 năm đến dưới 3 năm,Năm nay > Số cuối năm > Giá gốc > 49.149.543 > 1.952.474.492 > 227.117.000,Năm nay > Số cuối năm > Dự phòng > (14.744.863) > (976.237.246) > (158.981.900),Năm nay > Số cuối năm > Giá trị có thể thu hồi ước tính > 34.404.680 > 976.237.246 > 68.135.100,VNDNăm trước > (798.325.066.660) > (21.817.838.803) > 21.826.760.597 > (798.316.144.866) > Số đầu năm > Giá gốc > 3.105.295.951 > 2.149.499.134 > 614.961.291,VNDNăm trước > (857.550.383.257) > (6.121.138.679) > 65.346.455.276 > (798.325.066.660) > Số đầu năm > Dự phòng > (931.588.785) > (1.027.686.257) > (430.472.904),VNDNăm trước > VND > Giá trị có thể thu hồi ước tính > 2.173.707.166 > 1.121.812.877 > 184.488.387,numeric__Năm nay > Số cuối năm > Giá gốc > 49.149.543 > 1.952.474.492 > 227.117.000,numeric__Năm nay > Số cuối năm > Dự phòng > (14.744.863) > (976.237.246) > (158.981.900),numeric__Năm nay > Số cuối năm > Giá trị có thể thu hồi ước tính > 34.404.680 > 976.237.246 > 68.135.100,numeric__VNDNăm trước > (798.325.066.660) > (21.817.838.803) > 21.826.760.597 > (798.316.144.866) > Số đầu năm > Giá gốc > 3.105.295.951 > 2.149.499.134 > 614.961.291,numeric__VNDNăm trước > (857.550.383.257) > (6.121.138.679) > 65.346.455.276 > (798.325.066.660) > Số đầu năm > Dự phòng > (931.588.785) > (1.027.686.257) > (430.472.904),numeric__VNDNăm trước > VND > Giá trị có thể thu hồi ước tính > 2.173.707.166 > 1.121.812.877 > 184.488.387
Khả năng thu hồi thấp,Khả năng thu hồi thấp,Khả năng thu hồi thấp,797.166.180.857,(797.166.180.857),-,795.935.318.714,(795.935.318.714),-,797166180857.0,-797166180857.0,,795935318714.0,-795935318714.0,
"- Ashley Furniture Industries, Inc.","- Ashley Furniture Industries, Inc.","- Ashley Furniture Industries, Inc.",64.874.410.500,(64.874.410.500),-,64.874.410.500,(64.874.410.500),-,64874410500.0,-64874410500.0,,64874410500.0,-64874410500.0,
- Các khách hàng khác,- Các khách hàng khác,- Các khách hàng khác,732.291.770.357,(732.291.770.357),,731.060.908.214,(731.060.908.214),-,732291770357.0,-732291770357.0,,731060908214.0,-731060908214.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,799.394.921.892,(798.316.144.866),1.078.777.026,801.805.075.090,(798.325.066.660),3.480.008.430,799394921892.0,-798316144866.0,1078777026.0,801805075090.0,-798325066660.0,3480008430.0
