row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm 2015,Năm 2014,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2015,numeric__Năm 2014
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1,VI.01,2.752.987.675.611,1.461.989.162.084,1.0,,2752987675611.0,1461989162084.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2,,1.148.154.482,3.256.043.778,2.0,,1148154482.0,3256043778.0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,10,,2.751.839.521.129,1.458.733.118.306,10.0,,2751839521129.0,1458733118306.0
4. Giá vốn hàng bán,4. Giá vốn hàng bán,4. Giá vốn hàng bán,11,VI.02,2.406.340.133.166,1.182.583.860.600,11.0,,2406340133166.0,1182583860600.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,345.499.387.963,276.149.257.706,20.0,,345499387963.0,276149257706.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,VI.03,27.841.772.799,16.228.103.111,21.0,,27841772799.0,16228103111.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,VI.04,70.501.881.666,63.495.415.556,22.0,,70501881666.0,63495415556.0
- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,23,,181.737.706.065,151.979.159.742,23.0,,181737706065.0,151979159742.0
"8. Phần lãi/(lỗ) trong công ty liên doanh, liên kết","8. Phần lãi/(lỗ) trong công ty liên doanh, liên kết","8. Phần lãi/(lỗ) trong công ty liên doanh, liên kết",24,,(2.349.097.046),(2.108.947.107),24.0,,-2349097046.0,-2108947107.0
9. Chi phí bán hàng,9. Chi phí bán hàng,9. Chi phí bán hàng,25,VI.05,22.883.349.288,20.438.552.655,25.0,,22883349288.0,20438552655.0
10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,26,VI.06,109.406.520.106,103.772.903.223,26.0,,109406520106.0,103772903223.0
11. Lợi nhuận thuần từ hoạt động kinh doanh,11. Lợi nhuận thuần từ hoạt động kinh doanh,11. Lợi nhuận thuần từ hoạt động kinh doanh,30,,168.200.312.656,102.561.542.276,30.0,,168200312656.0,102561542276.0
12. Thu nhập khác,12. Thu nhập khác,12. Thu nhập khác,31,VI.07,104.206.274.787,7.462.136.612,31.0,,104206274787.0,7462136612.0
13. Chi phí khác,13. Chi phí khác,13. Chi phí khác,32,VI.08,31.670.280.240,25.098.426.446,32.0,,31670280240.0,25098426446.0
14. Lợi nhuận khác / (lỗ),14. Lợi nhuận khác / (lỗ),14. Lợi nhuận khác / (lỗ),40,,72.535.994.547,(17.636.289.834),40.0,,72535994547.0,-17636289834.0
15. Tổng lợi nhuận kế toán trước thuế,15. Tổng lợi nhuận kế toán trước thuế,15. Tổng lợi nhuận kế toán trước thuế,50,,240.736.307.203,84.925.252.442,50.0,,240736307203.0,84925252442.0
16. Chi phí thuế TNDN hiện hành,16. Chi phí thuế TNDN hiện hành,16. Chi phí thuế TNDN hiện hành,51,VI.09,35.166.445.388,22.157.240.338,51.0,,35166445388.0,22157240338.0
17. Chi phí thuế TNDN hoãn lại,17. Chi phí thuế TNDN hoãn lại,17. Chi phí thuế TNDN hoãn lại,52,,637.871.721,(4.416.037.416),52.0,,637871721.0,-4416037416.0
18. Lợi nhuận sau thuế thu nhập doanh nghiệp,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,204.931.990.094,67.184.049.520,60.0,,204931990094.0,67184049520.0
19. Lợi nhuận sau thuế của cổ đông của công ty mẹ,19. Lợi nhuận sau thuế của cổ đông của công ty mẹ,19. Lợi nhuận sau thuế của cổ đông của công ty mẹ,61,,188.885.208.894,70.619.947.535,61.0,,188885208894.0,70619947535.0
20. Lợi nhuận sau thuế của cổ đông không kiểm soát,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,16.046.781.200,(3.435.898.015),62.0,,16046781200.0,-3435898015.0
21. Lãi cơ bản trên cổ phiếu,21. Lãi cơ bản trên cổ phiếu,21. Lãi cơ bản trên cổ phiếu,70,VI.10,1.504,745,70.0,,1504.0,745.0
22. Lãi suy giảm trên cổ phiếu,22. Lãi suy giảm trên cổ phiếu,22. Lãi suy giảm trên cổ phiếu,71,VI.11,1.151,532,71.0,,1151.0,532.0
